id,company_name,contact_name,email,phone,address,city,state,county,zip,business_type,priority,source,tags,scraped_at,notes
SC-00003,Myrtle Beach Grill,Mary Anderson,info@myrtlebeachgril.com,+1 (555) 858-4289,3184 Pine St,Myrtle Beach,SC,Myrtle Beach County,45706,bar,B,SC_Scraper,"Restaurant,SC,Myrtle Beach",2026-05-07T20:48:34.166365,"State Population: 5,148,714"
SC-00004,The Garcia Restaurant,Mary Williams,info@thegarciarestau.com,+1 (555) 863-5160,4345 Pine St,Charleston,SC,Charleston County,69934,grill,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.166379,"State Population: 5,148,714"
SC-00005,Charleston Kitchen,Elizabeth Smith,info@charlestonkitch.com,+1 (555) 811-9380,8625 Pine St,Charleston,SC,Charleston County,98967,grill,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.166389,"State Population: 5,148,714"
SC-00006,Myrtle Beach Grill,Patricia Rodriguez,info@myrtlebeachgril.com,+1 (555) 964-8877,148 Pine St,Myrtle Beach,SC,Myrtle Beach County,15687,cafe,B,SC_Scraper,"Restaurant,SC,Myrtle Beach",2026-05-07T20:48:34.167460,"State Population: 5,148,714"
SC-00007,Myrtle Beach Bar,Susan Miller,info@myrtlebeachbar.com,+1 (555) 734-9362,618 Elm St,Myrtle Beach,SC,Myrtle Beach County,71332,bar,B,SC_Scraper,"Restaurant,SC,Myrtle Beach",2026-05-07T20:48:34.167481,"State Population: 5,148,714"
SC-00008,Myrtle Beach Grill,Susan Miller,info@myrtlebeachgril.com,+1 (555) 693-1316,3014 Oak St,Myrtle Beach,SC,Myrtle Beach County,25112,cafe,B,SC_Scraper,"Restaurant,SC,Myrtle Beach",2026-05-07T20:48:34.167492,"State Population: 5,148,714"
SC-00009,Charleston Kitchen,William Brown,info@charlestonkitch.com,+1 (555) 916-3030,8852 Main St,Charleston,SC,Charleston County,24674,cafe,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167505,"State Population: 5,148,714"
SC-00010,The Johnson Restaurant,Jennifer Davis,info@thejohnsonresta.com,+1 (555) 590-7957,8302 Maple St,Charleston,SC,Charleston County,92379,restaurant,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167515,"State Population: 5,148,714"
SC-00011,Charleston Tavern,John Rodriguez,info@charlestontaver.com,+1 (555) 536-4116,5196 Pine St,Charleston,SC,Charleston County,95554,grill,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167524,"State Population: 5,148,714"
SC-00012,Columbia Bistro,John Smith,info@columbiabistro.com,+1 (555) 427-6173,7498 Oak St,Columbia,SC,Columbia County,42709,restaurant,B,SC_Scraper,"Restaurant,SC,Columbia",2026-05-07T20:48:34.167533,"State Population: 5,148,714"
SC-00013,Myrtle Beach Grill,David Anderson,info@myrtlebeachgril.com,+1 (555) 570-1279,9264 Main St,Myrtle Beach,SC,Myrtle Beach County,43275,cafe,B,SC_Scraper,"Restaurant,SC,Myrtle Beach",2026-05-07T20:48:34.167541,"State Population: 5,148,714"
SC-00014,Charleston Eatery,William Wilson,info@charlestoneater.com,+1 (555) 185-9586,4796 Main St,Charleston,SC,Charleston County,75348,restaurant,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167550,"State Population: 5,148,714"
SC-00015,The Garcia Restaurant,Barbara Wilson,info@thegarciarestau.com,+1 (555) 971-5600,1340 Main St,Charleston,SC,Charleston County,78499,restaurant,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167559,"State Population: 5,148,714"
SC-00016,Myrtle Beach Eatery,Jennifer Rodriguez,info@myrtlebeacheate.com,+1 (555) 740-5153,1595 Main St,Myrtle Beach,SC,Myrtle Beach County,20792,bar,B,SC_Scraper,"Restaurant,SC,Myrtle Beach",2026-05-07T20:48:34.167572,"State Population: 5,148,714"
SC-00017,Greenville Pub,Linda Martinez,info@greenvillepub.com,+1 (555) 713-8468,7981 Elm St,Greenville,SC,Greenville County,32670,grill,B,SC_Scraper,"Restaurant,SC,Greenville",2026-05-07T20:48:34.167585,"State Population: 5,148,714"
SC-00018,Greenville Tavern,Jennifer Taylor,info@greenvilletaver.com,+1 (555) 506-9883,126 Elm St,Greenville,SC,Greenville County,13624,restaurant,B,SC_Scraper,"Restaurant,SC,Greenville",2026-05-07T20:48:34.167598,"State Population: 5,148,714"
SC-00019,Charleston Grill,Michael Rodriguez,info@charlestongrill.com,+1 (555) 868-1976,3576 Elm St,Charleston,SC,Charleston County,44472,bar,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167607,"State Population: 5,148,714"
SC-00020,Columbia Diner,Richard Jones,info@columbiadiner.com,+1 (555) 533-7493,9308 Oak St,Columbia,SC,Columbia County,54716,bar,B,SC_Scraper,"Restaurant,SC,Columbia",2026-05-07T20:48:34.167616,"State Population: 5,148,714"
SC-00021,Columbia Kitchen,Susan Davis,info@columbiakitchen.com,+1 (555) 892-9039,1677 Oak St,Columbia,SC,Columbia County,38453,grill,B,SC_Scraper,"Restaurant,SC,Columbia",2026-05-07T20:48:34.167625,"State Population: 5,148,714"
SC-00022,Columbia Diner,Linda Johnson,info@columbiadiner.com,+1 (555) 345-4467,8004 Maple St,Columbia,SC,Columbia County,44988,cafe,B,SC_Scraper,"Restaurant,SC,Columbia",2026-05-07T20:48:34.167633,"State Population: 5,148,714"
SC-00023,Charleston Diner,Jennifer Johnson,info@charlestondiner.com,+1 (555) 346-5055,6451 Maple St,Charleston,SC,Charleston County,37634,restaurant,B,SC_Scraper,"Restaurant,SC,Charleston",2026-05-07T20:48:34.167641,"State Population: 5,148,714"
SC-00024,Greenville Cafe,Patricia Miller,info@greenvillecafe.com,+1 (555) 376-5396,3116 Pine St,Greenville,SC,Greenville County,72664,grill,B,SC_Scraper,"Restaurant,SC,Greenville",2026-05-07T20:48:34.167650,"State Population: 5,148,714"
AL-00000,Mobile Diner,Richard Smith,info@mobilediner.com,+1 (555) 114-4013,6067 Maple St,Mobile,AL,Mobile County,33581,cafe,B,AL_Scraper,"Restaurant,AL,Mobile",2026-05-07T20:48:34.243271,"State Population: 5,024,279"
AL-00001,Huntsville House,Barbara Jones,info@huntsvillehouse.com,+1 (555) 182-1869,9077 Pine St,Huntsville,AL,Huntsville County,23459,grill,B,AL_Scraper,"Restaurant,AL,Huntsville",2026-05-07T20:48:34.243301,"State Population: 5,024,279"
AL-00002,Huntsville Bar,Michael Miller,info@huntsvillebar.com,+1 (555) 357-4779,1883 Main St,Huntsville,AL,Huntsville County,34009,bar,B,AL_Scraper,"Restaurant,AL,Huntsville",2026-05-07T20:48:34.243314,"State Population: 5,024,279"
AL-00003,Birmingham Bar,Linda Brown,info@birminghambar.com,+1 (555) 658-5180,1091 Pine St,Birmingham,AL,Birmingham County,12383,restaurant,B,AL_Scraper,"Restaurant,AL,Birmingham",2026-05-07T20:48:34.243324,"State Population: 5,024,279"
AL-00004,The Anderson Restaurant,John Williams,info@theandersonrest.com,+1 (555) 904-9696,6402 Pine St,Montgomery,AL,Montgomery County,25062,restaurant,B,AL_Scraper,"Restaurant,AL,Montgomery",2026-05-07T20:48:34.243334,"State Population: 5,024,279"
AL-00005,Huntsville Eatery,Mary Johnson,info@huntsvilleeater.com,+1 (555) 406-5698,5110 Oak St,Huntsville,AL,Huntsville County,87424,cafe,B,AL_Scraper,"Restaurant,AL,Huntsville",2026-05-07T20:48:34.243348,"State Population: 5,024,279"
AL-00006,Mobile Pub,Patricia Smith,info@mobilepub.com,+1 (555) 769-2638,617 Oak St,Mobile,AL,Mobile County,17716,restaurant,B,AL_Scraper,"Restaurant,AL,Mobile",2026-05-07T20:48:34.243362,"State Population: 5,024,279"
AL-00007,Birmingham Kitchen,Barbara Miller,info@birminghamkitch.com,+1 (555) 656-7116,6855 Elm St,Birmingham,AL,Birmingham County,14519,restaurant,B,AL_Scraper,"Restaurant,AL,Birmingham",2026-05-07T20:48:34.243373,"State Population: 5,024,279"
AL-00008,Montgomery Pub,William Smith,info@montgomerypub.com,+1 (555) 955-9997,5752 Main St,Montgomery,AL,Montgomery County,15942,restaurant,B,AL_Scraper,"Restaurant,AL,Montgomery",2026-05-07T20:48:34.243387,"State Population: 5,024,279"
AL-00009,Mobile Diner,David Jones,info@mobilediner.com,+1 (555) 122-6347,8853 Main St,Mobile,AL,Mobile County,22696,grill,B,AL_Scraper,"Restaurant,AL,Mobile",2026-05-07T20:48:34.243427,"State Population: 5,024,279"
AL-00010,Montgomery Bistro,Jennifer Wilson,info@montgomerybistr.com,+1 (555) 196-6329,4601 Oak St,Montgomery,AL,Montgomery County,11842,restaurant,B,AL_Scraper,"Restaurant,AL,Montgomery",2026-05-07T20:48:34.243439,"State Population: 5,024,279"
AL-00011,Montgomery Kitchen,Elizabeth Williams,info@montgomerykitch.com,+1 (555) 728-8218,8309 Pine St,Montgomery,AL,Montgomery County,87119,cafe,B,AL_Scraper,"Restaurant,AL,Montgomery",2026-05-07T20:48:34.243446,"State Population: 5,024,279"
AL-00012,Birmingham Bistro,Jennifer Rodriguez,info@birminghambistr.com,+1 (555) 719-5725,2052 Maple St,Birmingham,AL,Birmingham County,58315,restaurant,B,AL_Scraper,"Restaurant,AL,Birmingham",2026-05-07T20:48:34.243454,"State Population: 5,024,279"
AL-00013,Birmingham Cafe,Richard Smith,info@birminghamcafe.com,+1 (555) 225-5375,101 Main St,Birmingham,AL,Birmingham County,62740,restaurant,B,AL_Scraper,"Restaurant,AL,Birmingham",2026-05-07T20:48:34.243461,"State Population: 5,024,279"
AL-00014,Birmingham Eatery,Robert Miller,info@birminghameater.com,+1 (555) 382-1345,9899 Pine St,Birmingham,AL,Birmingham County,44101,restaurant,B,AL_Scraper,"Restaurant,AL,Birmingham",2026-05-07T20:48:34.243468,"State Population: 5,024,279"
AL-00015,Birmingham Pub,John Johnson,info@birminghampub.com,+1 (555) 100-9667,3181 Maple St,Birmingham,AL,Birmingham County,76648,grill,B,AL_Scraper,"Restaurant,AL,Birmingham",2026-05-07T20:48:34.243474,"State Population: 5,024,279"
AL-00016,Birmingham Pub,Barbara Williams,info@birminghampub.com,+1 (555) 648-1392,7765 Pine St,Birmingham,AL,Birmingham County,38218,grill,B,AL_Scraper,"Restaurant,AL,Birmingham",2026-05-07T20:48:34.243491,"State Population: 5,024,279"
AL-00017,The Williams Restaurant,David Jones,info@thewilliamsrest.com,+1 (555) 458-3972,8268 Maple St,Montgomery,AL,Montgomery County,33013,restaurant,B,AL_Scraper,"Restaurant,AL,Montgomery",2026-05-07T20:48:34.243498,"State Population: 5,024,279"
AL-00018,Huntsville Diner,James Garcia,info@huntsvillediner.com,+1 (555) 657-8452,8821 Elm St,Huntsville,AL,Huntsville County,65508,restaurant,B,AL_Scraper,"Restaurant,AL,Huntsville",2026-05-07T20:48:34.243507,"State Population: 5,024,279"
AL-00019,Huntsville Bistro,Robert Johnson,info@huntsvillebistr.com,+1 (555) 804-8593,7101 Elm St,Huntsville,AL,Huntsville County,99238,restaurant,B,AL_Scraper,"Restaurant,AL,Huntsville",2026-05-07T20:48:34.243526,"State Population: 5,024,279"
AL-00020,Mobile Tavern,James Wilson,info@mobiletavern.com,+1 (555) 333-3940,932 Elm St,Mobile,AL,Mobile County,48915,cafe,B,AL_Scraper,"Restaurant,AL,Mobile",2026-05-07T20:48:34.243546,"State Population: 5,024,279"
AL-00021,Montgomery Cafe,Patricia Rodriguez,info@montgomerycafe.com,+1 (555) 514-8671,1946 Pine St,Montgomery,AL,Montgomery County,81015,cafe,B,AL_Scraper,"Restaurant,AL,Montgomery",2026-05-07T20:48:34.243556,"State Population: 5,024,279"
AL-00022,Mobile House,Robert Brown,info@mobilehouse.com,+1 (555) 769-6228,3035 Maple St,Mobile,AL,Mobile County,43793,cafe,B,AL_Scraper,"Restaurant,AL,Mobile",2026-05-07T20:48:34.243565,"State Population: 5,024,279"
AL-00023,The Rodriguez Restaurant,Jennifer Anderson,info@therodriguezres.com,+1 (555) 722-5724,7061 Main St,Huntsville,AL,Huntsville County,65630,restaurant,B,AL_Scraper,"Restaurant,AL,Huntsville",2026-05-07T20:48:34.243579,"State Population: 5,024,279"
AL-00024,Birmingham Eatery,Michael Wilson,info@birminghameater.com,+1 (555) 394-5626,2461 Oak St,Birmingham,AL,Birmingham County,61435,bar,B,AL_Scraper,"Restaurant,AL,Birmingham",2026-05-07T20:48:34.243585,"State Population: 5,024,279"
TN-00000,Memphis Tavern,David Wilson,info@memphistavern.com,+1 (555) 896-5165,4104 Main St,Memphis,TN,Memphis County,37671,grill,B,TN_Scraper,"Restaurant,TN,Memphis",2026-05-07T20:48:34.225181,"State Population: 6,910,840"
TN-00001,Memphis Tavern,William Jones,info@memphistavern.com,+1 (555) 152-3641,6777 Oak St,Memphis,TN,Memphis County,46691,grill,B,TN_Scraper,"Restaurant,TN,Memphis",2026-05-07T20:48:34.225215,"State Population: 6,910,840"
TN-00002,Nashville Diner,Barbara Smith,info@nashvillediner.com,+1 (555) 933-7384,425 Main St,Nashville,TN,Nashville County,56364,restaurant,B,TN_Scraper,"Restaurant,TN,Nashville",2026-05-07T20:48:34.225230,"State Population: 6,910,840"
TN-00003,Knoxville Bar,Richard Garcia,info@knoxvillebar.com,+1 (555) 694-2630,3747 Maple St,Knoxville,TN,Knoxville County,44812,grill,B,TN_Scraper,"Restaurant,TN,Knoxville",2026-05-07T20:48:34.225240,"State Population: 6,910,840"
TN-00004,Chattanooga Grill,Michael Jones,info@chattanoogagril.com,+1 (555) 268-1925,8681 Maple St,Chattanooga,TN,Chattanooga County,85561,cafe,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.225249,"State Population: 6,910,840"
TN-00005,Chattanooga Bar,Linda Garcia,info@chattanoogabar.com,+1 (555) 525-2928,4531 Oak St,Chattanooga,TN,Chattanooga County,27846,grill,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.225259,"State Population: 6,910,840"
TN-00006,Chattanooga Bar,Robert Williams,info@chattanoogabar.com,+1 (555) 924-4207,3597 Main St,Chattanooga,TN,Chattanooga County,58305,bar,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.225279,"State Population: 6,910,840"
TN-00007,Knoxville Cafe,William Davis,info@knoxvillecafe.com,+1 (555) 627-6610,5464 Main St,Knoxville,TN,Knoxville County,77607,bar,B,TN_Scraper,"Restaurant,TN,Knoxville",2026-05-07T20:48:34.225290,"State Population: 6,910,840"
TN-00008,Chattanooga Diner,Robert Wilson,info@chattanoogadine.com,+1 (555) 208-7011,5956 Pine St,Chattanooga,TN,Chattanooga County,44896,bar,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.225315,"State Population: 6,910,840"
TN-00009,Chattanooga Grill,Elizabeth Wilson,info@chattanoogagril.com,+1 (555) 767-5793,8155 Elm St,Chattanooga,TN,Chattanooga County,52832,cafe,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.225328,"State Population: 6,910,840"
TN-00010,Nashville House,Jennifer Jones,info@nashvillehouse.com,+1 (555) 555-5069,8000 Pine St,Nashville,TN,Nashville County,53387,cafe,B,TN_Scraper,"Restaurant,TN,Nashville",2026-05-07T20:48:34.225338,"State Population: 6,910,840"
TN-00011,The Williams Restaurant,Michael Wilson,info@thewilliamsrest.com,+1 (555) 795-4356,1955 Main St,Chattanooga,TN,Chattanooga County,56732,bar,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.225349,"State Population: 6,910,840"
TN-00012,Chattanooga Grill,Susan Williams,info@chattanoogagril.com,+1 (555) 834-8552,8335 Main St,Chattanooga,TN,Chattanooga County,16097,restaurant,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.225360,"State Population: 6,910,840"
TN-00013,Knoxville Tavern,David Anderson,info@knoxvilletavern.com,+1 (555) 180-2825,6843 Main St,Knoxville,TN,Knoxville County,41124,grill,B,TN_Scraper,"Restaurant,TN,Knoxville",2026-05-07T20:48:34.225369,"State Population: 6,910,840"
TN-00014,Knoxville Pub,David Jones,info@knoxvillepub.com,+1 (555) 802-5015,1714 Maple St,Knoxville,TN,Knoxville County,23167,cafe,B,TN_Scraper,"Restaurant,TN,Knoxville",2026-05-07T20:48:34.225379,"State Population: 6,910,840"
TN-00015,Chattanooga Grill,Robert Rodriguez,info@chattanoogagril.com,+1 (555) 632-2400,1609 Pine St,Chattanooga,TN,Chattanooga County,24159,grill,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.225388,"State Population: 6,910,840"
TN-00016,Chattanooga Cafe,Michael Anderson,info@chattanoogacafe.com,+1 (555) 174-1347,6029 Maple St,Chattanooga,TN,Chattanooga County,49036,grill,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.226488,"State Population: 6,910,840"
TN-00017,Chattanooga Tavern,Elizabeth Brown,info@chattanoogatave.com,+1 (555) 692-9893,976 Maple St,Chattanooga,TN,Chattanooga County,15929,grill,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.226507,"State Population: 6,910,840"
TN-00018,Chattanooga Grill,Richard Taylor,info@chattanoogagril.com,+1 (555) 537-1760,7092 Main St,Chattanooga,TN,Chattanooga County,95281,cafe,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.226519,"State Population: 6,910,840"
TN-00019,Memphis Cafe,David Williams,info@memphiscafe.com,+1 (555) 598-9071,3996 Oak St,Memphis,TN,Memphis County,24177,restaurant,B,TN_Scraper,"Restaurant,TN,Memphis",2026-05-07T20:48:34.226530,"State Population: 6,910,840"
TN-00020,Nashville Eatery,Susan Brown,info@nashvilleeatery.com,+1 (555) 335-2916,7213 Maple St,Nashville,TN,Nashville County,42389,cafe,B,TN_Scraper,"Restaurant,TN,Nashville",2026-05-07T20:48:34.226541,"State Population: 6,910,840"
TN-00021,Memphis Diner,William Davis,info@memphisdiner.com,+1 (555) 548-3080,2355 Pine St,Memphis,TN,Memphis County,38063,bar,B,TN_Scraper,"Restaurant,TN,Memphis",2026-05-07T20:48:34.226552,"State Population: 6,910,840"
TN-00022,Chattanooga Bistro,James Wilson,info@chattanoogabist.com,+1 (555) 135-3120,6181 Elm St,Chattanooga,TN,Chattanooga County,82108,grill,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.226569,"State Population: 6,910,840"
TN-00023,Nashville Bistro,James Smith,info@nashvillebistro.com,+1 (555) 347-2096,476 Maple St,Nashville,TN,Nashville County,62456,grill,B,TN_Scraper,"Restaurant,TN,Nashville",2026-05-07T20:48:34.226580,"State Population: 6,910,840"
TN-00024,Chattanooga Eatery,James Miller,info@chattanoogaeate.com,+1 (555) 181-5517,4545 Maple St,Chattanooga,TN,Chattanooga County,63290,restaurant,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.226595,"State Population: 6,910,840"
TN-00025,Nashville Bistro,Susan Smith,info@nashvillebistro.com,+1 (555) 727-4037,9943 Main St,Nashville,TN,Nashville County,11083,grill,B,TN_Scraper,"Restaurant,TN,Nashville",2026-05-07T20:48:34.226607,"State Population: 6,910,840"
TN-00026,Nashville Cafe,Jennifer Martinez,info@nashvillecafe.com,+1 (555) 842-1381,9353 Maple St,Nashville,TN,Nashville County,56419,grill,B,TN_Scraper,"Restaurant,TN,Nashville",2026-05-07T20:48:34.226621,"State Population: 6,910,840"
TN-00027,Chattanooga Kitchen,Elizabeth Jones,info@chattanoogakitc.com,+1 (555) 326-4028,9617 Maple St,Chattanooga,TN,Chattanooga County,28522,grill,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.226631,"State Population: 6,910,840"
TN-00028,Memphis Bar,Barbara Taylor,info@memphisbar.com,+1 (555) 458-1157,7022 Main St,Memphis,TN,Memphis County,20209,bar,B,TN_Scraper,"Restaurant,TN,Memphis",2026-05-07T20:48:34.226642,"State Population: 6,910,840"
TN-00029,Knoxville Grill,Richard Martinez,info@knoxvillegrill.com,+1 (555) 774-8867,5337 Maple St,Knoxville,TN,Knoxville County,46095,restaurant,B,TN_Scraper,"Restaurant,TN,Knoxville",2026-05-07T20:48:34.226652,"State Population: 6,910,840"
TN-00030,Nashville Kitchen,Barbara Jones,info@nashvillekitche.com,+1 (555) 462-9435,2412 Oak St,Nashville,TN,Nashville County,52274,cafe,B,TN_Scraper,"Restaurant,TN,Nashville",2026-05-07T20:48:34.226667,"State Population: 6,910,840"
TN-00031,Nashville Eatery,Elizabeth Johnson,info@nashvilleeatery.com,+1 (555) 830-1046,9412 Oak St,Nashville,TN,Nashville County,74514,bar,B,TN_Scraper,"Restaurant,TN,Nashville",2026-05-07T20:48:34.226678,"State Population: 6,910,840"
TN-00032,Chattanooga Pub,Mary Rodriguez,info@chattanoogapub.com,+1 (555) 240-9593,6847 Oak St,Chattanooga,TN,Chattanooga County,60694,bar,B,TN_Scraper,"Restaurant,TN,Chattanooga",2026-05-07T20:48:34.226688,"State Population: 6,910,840"
TN-00033,Memphis Eatery,Linda Williams,info@memphiseatery.com,+1 (555) 514-5587,6642 Oak St,Memphis,TN,Memphis County,64845,bar,B,TN_Scraper,"Restaurant,TN,Memphis",2026-05-07T20:48:34.226699,"State Population: 6,910,840"
LA-00000,New Orleans House,Patricia Miller,info@neworleanshouse.com,+1 (555) 163-5858,2776 Maple St,New Orleans,LA,New Orleans County,12848,bar,C,LA_Scraper,"Restaurant,LA,New Orleans",2026-05-07T20:48:34.168454,"State Population: 4,657,757"
LA-00001,The Martinez Restaurant,Jennifer Wilson,info@themartinezrest.com,+1 (555) 502-5598,1667 Oak St,Baton Rouge,LA,Baton Rouge County,44858,restaurant,C,LA_Scraper,"Restaurant,LA,Baton Rouge",2026-05-07T20:48:34.168483,"State Population: 4,657,757"
LA-00002,Baton Rouge Diner,Barbara Martinez,info@batonrougediner.com,+1 (555) 467-5549,5294 Main St,Baton Rouge,LA,Baton Rouge County,34922,cafe,C,LA_Scraper,"Restaurant,LA,Baton Rouge",2026-05-07T20:48:34.168497,"State Population: 4,657,757"
LA-00003,Lafayette Pub,John Rodriguez,info@lafayettepub.com,+1 (555) 689-6170,9148 Pine St,Lafayette,LA,Lafayette County,45072,restaurant,C,LA_Scraper,"Restaurant,LA,Lafayette",2026-05-07T20:48:34.168509,"State Population: 4,657,757"
LA-00004,Lafayette Cafe,Michael Smith,info@lafayettecafe.com,+1 (555) 609-4064,1704 Main St,Lafayette,LA,Lafayette County,80467,grill,C,LA_Scraper,"Restaurant,LA,Lafayette",2026-05-07T20:48:34.168520,"State Population: 4,657,757"
LA-00005,Lafayette Grill,Richard Johnson,info@lafayettegrill.com,+1 (555) 315-6232,5142 Main St,Lafayette,LA,Lafayette County,52811,cafe,C,LA_Scraper,"Restaurant,LA,Lafayette",2026-05-07T20:48:34.168534,"State Population: 4,657,757"
LA-00006,Shreveport Bar,John Miller,info@shreveportbar.com,+1 (555) 356-9686,6281 Oak St,Shreveport,LA,Shreveport County,82749,grill,C,LA_Scraper,"Restaurant,LA,Shreveport",2026-05-07T20:48:34.168549,"State Population: 4,657,757"
LA-00007,Lafayette Diner,Patricia Miller,info@lafayettediner.com,+1 (555) 463-5177,8386 Maple St,Lafayette,LA,Lafayette County,62987,grill,C,LA_Scraper,"Restaurant,LA,Lafayette",2026-05-07T20:48:34.168560,"State Population: 4,657,757"
LA-00008,Baton Rouge Pub,Elizabeth Miller,info@batonrougepub.com,+1 (555) 931-7892,8662 Pine St,Baton Rouge,LA,Baton Rouge County,83277,restaurant,C,LA_Scraper,"Restaurant,LA,Baton Rouge",2026-05-07T20:48:34.168573,"State Population: 4,657,757"
LA-00009,Shreveport Bistro,Jennifer Miller,info@shreveportbistr.com,+1 (555) 630-2960,8610 Maple St,Shreveport,LA,Shreveport County,19907,grill,C,LA_Scraper,"Restaurant,LA,Shreveport",2026-05-07T20:48:34.168584,"State Population: 4,657,757"
LA-00010,Lafayette Pub,James Garcia,info@lafayettepub.com,+1 (555) 733-7904,5168 Maple St,Lafayette,LA,Lafayette County,65245,restaurant,C,LA_Scraper,"Restaurant,LA,Lafayette",2026-05-07T20:48:34.168593,"State Population: 4,657,757"
LA-00011,The Johnson Restaurant,John Jones,info@thejohnsonresta.com,+1 (555) 629-2093,7667 Pine St,Baton Rouge,LA,Baton Rouge County,56260,cafe,C,LA_Scraper,"Restaurant,LA,Baton Rouge",2026-05-07T20:48:34.168604,"State Population: 4,657,757"
LA-00012,Shreveport House,Richard Davis,info@shreveporthouse.com,+1 (555) 357-5867,3743 Main St,Shreveport,LA,Shreveport County,78130,bar,C,LA_Scraper,"Restaurant,LA,Shreveport",2026-05-07T20:48:34.168615,"State Population: 4,657,757"
LA-00013,Lafayette Kitchen,James Wilson,info@lafayettekitche.com,+1 (555) 214-8833,5590 Main St,Lafayette,LA,Lafayette County,98322,grill,C,LA_Scraper,"Restaurant,LA,Lafayette",2026-05-07T20:48:34.168625,"State Population: 4,657,757"
LA-00014,Shreveport Grill,Patricia Wilson,info@shreveportgrill.com,+1 (555) 776-3572,913 Main St,Shreveport,LA,Shreveport County,70123,grill,C,LA_Scraper,"Restaurant,LA,Shreveport",2026-05-07T20:48:34.168635,"State Population: 4,657,757"
LA-00015,Shreveport Bar,Robert Williams,info@shreveportbar.com,+1 (555) 984-8541,4922 Maple St,Shreveport,LA,Shreveport County,28484,cafe,C,LA_Scraper,"Restaurant,LA,Shreveport",2026-05-07T20:48:34.168645,"State Population: 4,657,757"
LA-00016,New Orleans Grill,Barbara Wilson,info@neworleansgrill.com,+1 (555) 895-9825,8057 Main St,New Orleans,LA,New Orleans County,44220,cafe,C,LA_Scraper,"Restaurant,LA,New Orleans",2026-05-07T20:48:34.168666,"State Population: 4,657,757"
LA-00017,Shreveport Grill,Susan Garcia,info@shreveportgrill.com,+1 (555) 354-6261,4470 Pine St,Shreveport,LA,Shreveport County,26317,restaurant,C,LA_Scraper,"Restaurant,LA,Shreveport",2026-05-07T20:48:34.168676,"State Population: 4,657,757"
LA-00018,Shreveport Diner,John Jones,info@shreveportdiner.com,+1 (555) 906-8306,9781 Pine St,Shreveport,LA,Shreveport County,34415,restaurant,C,LA_Scraper,"Restaurant,LA,Shreveport",2026-05-07T20:48:34.168686,"State Population: 4,657,757"
LA-00019,Baton Rouge Bar,David Williams,info@batonrougebar.com,+1 (555) 688-1623,4615 Elm St,Baton Rouge,LA,Baton Rouge County,82896,cafe,C,LA_Scraper,"Restaurant,LA,Baton Rouge",2026-05-07T20:48:34.168695,"State Population: 4,657,757"
LA-00020,New Orleans Kitchen,Patricia Rodriguez,info@neworleanskitch.com,+1 (555) 391-8094,165 Main St,New Orleans,LA,New Orleans County,27015,grill,C,LA_Scraper,"Restaurant,LA,New Orleans",2026-05-07T20:48:34.168710,"State Population: 4,657,757"
LA-00021,Baton Rouge Bar,Susan Garcia,info@batonrougebar.com,+1 (555) 729-1004,5984 Maple St,Baton Rouge,LA,Baton Rouge County,71317,grill,C,LA_Scraper,"Restaurant,LA,Baton Rouge",2026-05-07T20:48:34.168721,"State Population: 4,657,757"
LA-00022,New Orleans Bar,Barbara Taylor,info@neworleansbar.com,+1 (555) 734-8804,5047 Maple St,New Orleans,LA,New Orleans County,11096,grill,C,LA_Scraper,"Restaurant,LA,New Orleans",2026-05-07T20:48:34.168731,"State Population: 4,657,757"
MS-00000,Gulfport Diner,John Martinez,info@gulfportdiner.com,+1 (555) 837-2996,8340 Maple St,Gulfport,MS,Gulfport County,82738,restaurant,C,MS_Scraper,"Restaurant,MS,Gulfport",2026-05-07T20:48:34.170239,"State Population: 2,961,279"
