Client,Type,Rep,System,HW_Maint,Revenue_Tracking,Primary_Contact,Phone,Cell,Tax_Pct,Tax_Pct2,Tax_District,Store_Address,City,State,Zip,Email,Ops_Email,Billing_Email,Notes,Country,Source,Import_Date
PetroVeracruz,GENERAL,LG,,NO,,Daniel Hernández,+52 (342) 8829-6000,+52 (342) 8829-6000,0.16,,JAL,,Guadalajara,JAL,51406,dhernández@petroveracruz.mx,,,"Industry: Petroleum, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Jorge Ramírez,+52 (222) 3214-8643,+52 (222) 3214-8643,0.16,,PUE,,Puebla City,PUE,92492,jramírez@tequilapremium.mx,,,"Industry: Beverages, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Sofía Ramírez,+52 (642) 7655-4888,+52 (642) 7655-4888,0.16,,SON,,Nogales,SON,80709,sramírez@petroveracruz.mx,,,"Industry: Petroleum, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Ana Ortiz,+52 (639) 1157-3095,+52 (639) 1157-3095,0.16,,CHH,,Ciudad Juárez,CHH,93022,ortiz.ana@caféchiapas.com,,,"Industry: Agriculture, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Jorge Flores,+52 (642) 8550-4742,+52 (642) 8550-4742,0.16,,SON,,Ciudad Obregón,SON,42035,flores.jorge@tequilapremium.com,,,"Industry: Beverages, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,María Torres,+52 (81) 9972-0255,+52 (81) 9972-0255,0.16,,NLE,,Monterrey,NLE,17790,torres.maría@petroveracruz.com,,,"Industry: Petroleum, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,Juan Torres,+52 (963) 1107-6097,+52 (963) 1107-6097,0.16,,CHP,,Tapachula,CHP,48569,jtorres@automotrizpuebla.mx,,,"Industry: Automotive, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Carmen Cruz,+52 (963) 6173-6680,+52 (963) 6173-6680,0.16,,CHP,,San Cristóbal de las Casas,CHP,62429,carmen.cruz@turismomaya.com.mx,,,"Industry: Tourism, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Rosa Reyes,+52 (963) 8796-4187,+52 (963) 8796-4187,0.16,,CHP,,Tapachula,CHP,75936,reyes.rosa@petroveracruz.com,,,"Industry: Petroleum, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,LG,,NO,,José Morales,+52 (56) 1417-8602,+52 (56) 1417-8602,0.16,,CDMX,,Mexico City,CDMX,61708,morales.josé@turismomaya.com,,,"Industry: Tourism, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Ana Morales,+52 (999) 3569-4016,+52 (999) 3569-4016,0.16,,YUC,,Mérida,YUC,79552,morales.ana@calzadoleón.com,,,"Industry: Manufacturing, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,LG,,NO,,María Rodríguez,+52 (341) 8203-1257,+52 (341) 8203-1257,0.16,,JAL,,Puerto Vallarta,JAL,50935,maría.rodríguez@tecnologíadelnorte.com.mx,,,"Industry: Technology, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Miguel Hernández,+52 (988) 8622-4565,+52 (988) 8622-4565,0.16,,YUC,,Progreso,YUC,88550,miguel.hernández@turismomaya.com.mx,,,"Industry: Tourism, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,Rosa Rivera,+52 (669) 4780-4774,+52 (669) 4780-4774,0.16,,SIN,,Los Mochis,SIN,55937,rivera.rosa@bancariacentral.com,,,"Industry: Finance, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,LG,,NO,,Antonio Gutiérrez,+52 (341) 8094-7057,+52 (341) 8094-7057,0.16,,JAL,,Zapopan,JAL,90917,agutiérrez@bancariacentral.mx,,,"Industry: Finance, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,LG,,NO,,Carlos Ramírez,+52 (56) 6432-0059,+52 (56) 6432-0059,0.16,,CDMX,,Coyoacán,CDMX,76501,carlos.ramírez@automotrizpuebla.com.mx,,,"Industry: Automotive, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,LG,,NO,,Daniel Reyes,+52 (341) 1293-6404,+52 (341) 1293-6404,0.16,,JAL,,Tlaquepaque,JAL,92930,reyes.daniel@automotrizpuebla.com,,,"Industry: Automotive, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Carmen Cruz,+52 (988) 3337-7991,+52 (988) 3337-7991,0.16,,YUC,,Mérida,YUC,16490,cruz.carmen@petroveracruz.com,,,"Industry: Petroleum, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,Fernando Gutiérrez,+52 (477) 7003-7991,+52 (477) 7003-7991,0.16,,GUA,,Irapuato,GUA,73923,fernando.gutiérrez@bancariacentral.com.mx,,,"Industry: Finance, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Carmen Morales,+52 (231) 4169-3606,+52 (231) 4169-3606,0.16,,PUE,,Puebla City,PUE,32107,carmen.morales@calzadoleón.com.mx,,,"Industry: Manufacturing, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Alejandra Gómez,+52 (644) 2269-2071,+52 (644) 2269-2071,0.16,,SON,,Hermosillo,SON,51089,alejandra.gómez@caféchiapas.com.mx,,,"Industry: Agriculture, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Daniel Hernández,+52 (662) 6517-0983,+52 (662) 6517-0983,0.16,,SON,,Nogales,SON,99427,daniel.hernández@tecnologíadelnorte.com.mx,,,"Industry: Technology, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Ana Rodríguez,+52 (477) 1661-1106,+52 (477) 1661-1106,0.16,,GUA,,León,GUA,11353,ana.rodríguez@petroveracruz.com.mx,,,"Industry: Petroleum, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,LG,,NO,,Juan Cruz,+52 (55) 2546-4569,+52 (55) 2546-4569,0.16,,CDMX,,Gustavo A. Madero,CDMX,34436,juan.cruz@tequilapremium.com.mx,,,"Industry: Beverages, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Sofía Morales,+52 (81) 9784-9961,+52 (81) 9784-9961,0.16,,NLE,,Monterrey,NLE,97869,sofía.morales@turismomaya.com.mx,,,"Industry: Tourism, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,Fernando Gutiérrez,+52 (988) 5607-3924,+52 (988) 5607-3924,0.16,,YUC,,Mérida,YUC,34142,fgutiérrez@bancariacentral.mx,,,"Industry: Finance, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,LG,,NO,,Alejandra Martínez,+52 (56) 1518-4223,+52 (56) 1518-4223,0.16,,CDMX,,Mexico City,CDMX,13366,martínez.alejandra@calzadoleón.com,,,"Industry: Manufacturing, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Alejandra Cruz,+52 (991) 2853-0342,+52 (991) 2853-0342,0.16,,YUC,,Mérida,YUC,50545,acruz@petroveracruz.mx,,,"Industry: Petroleum, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,María Flores,+52 (669) 3409-4801,+52 (669) 3409-4801,0.16,,SIN,,Culiacán,SIN,13798,maría.flores@caféchiapas.com.mx,,,"Industry: Agriculture, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Miguel Gómez,+52 (429) 8569-3506,+52 (429) 8569-3506,0.16,,GUA,,Guanajuato City,GUA,83546,gómez.miguel@turismomaya.com,,,"Industry: Tourism, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,Francisco Ramírez,+52 (644) 5348-8881,+52 (644) 5348-8881,0.16,,SON,,Ciudad Obregón,SON,23437,francisco.ramírez@bancariacentral.com.mx,,,"Industry: Finance, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Diego Gutiérrez,+52 (477) 1500-7302,+52 (477) 1500-7302,0.16,,GUA,,Irapuato,GUA,92660,diego.gutiérrez@caféchiapas.com.mx,,,"Industry: Agriculture, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Francisco Flores,+52 (991) 8244-2045,+52 (991) 8244-2045,0.16,,YUC,,Progreso,YUC,77274,francisco.flores@petroveracruz.com.mx,,,"Industry: Petroleum, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,LG,,NO,,Francisco Morales,+52 (33) 8707-6938,+52 (33) 8707-6938,0.16,,JAL,,Guadalajara,JAL,13085,morales.francisco@caféchiapas.com,,,"Industry: Agriculture, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Francisco Sánchez,+52 (669) 2285-6787,+52 (669) 2285-6787,0.16,,SIN,,Mazatlán,SIN,36032,fsánchez@tecnologíadelnorte.mx,,,"Industry: Technology, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Fernando Rivera,+52 (429) 6625-4760,+52 (429) 6625-4760,0.16,,GUA,,Guanajuato City,GUA,44946,rivera.fernando@turismomaya.com,,,"Industry: Tourism, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Carlos Reyes,+52 (81) 4759-9962,+52 (81) 4759-9962,0.16,,NLE,,Monterrey,NLE,65294,carlos.reyes@tequilapremium.com.mx,,,"Industry: Beverages, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Guadalupe Cruz,+52 (644) 8994-3317,+52 (644) 8994-3317,0.16,,SON,,Ciudad Obregón,SON,14649,cruz.guadalupe@caféchiapas.com,,,"Industry: Agriculture, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Miguel Gutiérrez,+52 (644) 3478-5634,+52 (644) 3478-5634,0.16,,SON,,Hermosillo,SON,63912,gutiérrez.miguel@petroveracruz.com,,,"Industry: Petroleum, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Roberto Morales,+52 (428) 1596-2860,+52 (428) 1596-2860,0.16,,GUA,,Irapuato,GUA,68443,rmorales@petroveracruz.mx,,,"Industry: Petroleum, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Juan Ortiz,+52 (229) 5382-0018,+52 (229) 5382-0018,0.16,,VER,,Coatzacoalcos,VER,68153,juan.ortiz@turismomaya.com.mx,,,"Industry: Tourism, State: Veracruz",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Carmen Ramírez,+52 (999) 9522-7020,+52 (999) 9522-7020,0.16,,YUC,,Progreso,YUC,51938,carmen.ramírez@petroveracruz.com.mx,,,"Industry: Petroleum, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Pedro Díaz,+52 (991) 8570-0829,+52 (991) 8570-0829,0.16,,YUC,,Valladolid,YUC,37162,pdíaz@calzadoleón.mx,,,"Industry: Manufacturing, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Fernando Reyes,+52 (988) 1047-2909,+52 (988) 1047-2909,0.16,,YUC,,Valladolid,YUC,77627,freyes@tecnologíadelnorte.mx,,,"Industry: Technology, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,LG,,NO,,Pedro Gutiérrez,+52 (33) 7769-3415,+52 (33) 7769-3415,0.16,,JAL,,Guadalajara,JAL,90600,pgutiérrez@petroveracruz.mx,,,"Industry: Petroleum, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,María Díaz,+52 (963) 8176-5050,+52 (963) 8176-5050,0.16,,CHP,,Tuxtla Gutiérrez,CHP,11610,maría.díaz@bancariacentral.com.mx,,,"Industry: Finance, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Roberto López,+52 (669) 3231-3696,+52 (669) 3231-3696,0.16,,SIN,,Mazatlán,SIN,22558,rlópez@calzadoleón.mx,,,"Industry: Manufacturing, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Francisco López,+52 (222) 6962-3097,+52 (222) 6962-3097,0.16,,PUE,,Tehuacán,PUE,20839,francisco.lópez@calzadoleón.com.mx,,,"Industry: Manufacturing, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,Luis García,+52 (81) 7837-7141,+52 (81) 7837-7141,0.16,,NLE,,San Pedro Garza García,NLE,96076,garcía.luis@automotrizpuebla.com,,,"Industry: Automotive, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,LG,,NO,,Pedro Díaz,+52 (342) 9933-6441,+52 (342) 9933-6441,0.16,,JAL,,Zapopan,JAL,19745,pdíaz@tecnologíadelnorte.mx,,,"Industry: Technology, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Daniel Torres,+52 (614) 5027-4984,+52 (614) 5027-4984,0.16,,CHH,,Ciudad Juárez,CHH,56464,daniel.torres@calzadoleón.com.mx,,,"Industry: Manufacturing, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,Juan Gutiérrez,+52 (963) 8430-4584,+52 (963) 8430-4584,0.16,,CHP,,Tuxtla Gutiérrez,CHP,35304,juan.gutiérrez@automotrizpuebla.com.mx,,,"Industry: Automotive, State: Chiapas",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,AH,,NO,,Ana Reyes,+52 (477) 3216-1330,+52 (477) 3216-1330,0.16,,GUA,,León,GUA,30892,ana.reyes@bancariacentral.com.mx,,,"Industry: Finance, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Daniel Ortiz,+52 (669) 5760-2095,+52 (669) 5760-2095,0.16,,SIN,,Los Mochis,SIN,71868,dortiz@caféchiapas.mx,,,"Industry: Agriculture, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Juan Martínez,+52 (231) 5958-7225,+52 (231) 5958-7225,0.16,,PUE,,Tehuacán,PUE,82929,martínez.juan@tequilapremium.com,,,"Industry: Beverages, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,José Díaz,+52 (656) 4767-5878,+52 (656) 4767-5878,0.16,,CHH,,Delicias,CHH,58239,josé.díaz@tecnologíadelnorte.com.mx,,,"Industry: Technology, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Antonio Sánchez,+52 (664) 4428-3854,+52 (664) 4428-3854,0.16,,BCN,,Mexicali,BCN,26819,asánchez@petroveracruz.mx,,,"Industry: Petroleum, State: Baja California",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,LG,,NO,,Jorge Gutiérrez,+52 (55) 7133-2656,+52 (55) 7133-2656,0.16,,CDMX,,Mexico City,CDMX,83228,gutiérrez.jorge@caféchiapas.com,,,"Industry: Agriculture, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,LG,,NO,,José Cruz,+52 (55) 3956-9848,+52 (55) 3956-9848,0.16,,CDMX,,Gustavo A. Madero,CDMX,70390,jcruz@bancariacentral.mx,,,"Industry: Finance, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,AH,,NO,,Carmen Reyes,+52 (238) 9154-7747,+52 (238) 9154-7747,0.16,,PUE,,Puebla City,PUE,78926,creyes@automotrizpuebla.mx,,,"Industry: Automotive, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,LG,,NO,,Carmen Ortiz,+52 (56) 4616-1699,+52 (56) 4616-1699,0.16,,CDMX,,Iztapalapa,CDMX,61005,cortiz@automotrizpuebla.mx,,,"Industry: Automotive, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Daniel Díaz,+52 (238) 1543-2315,+52 (238) 1543-2315,0.16,,PUE,,Atlixco,PUE,36602,díaz.daniel@petroveracruz.com,,,"Industry: Petroleum, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Luis Reyes,+52 (222) 8917-5960,+52 (222) 8917-5960,0.16,,PUE,,Tehuacán,PUE,59245,lreyes@tequilapremium.mx,,,"Industry: Beverages, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Diego Chávez,+52 (646) 8951-9337,+52 (646) 8951-9337,0.16,,BCN,,Tijuana,BCN,35831,chávez.diego@tequilapremium.com,,,"Industry: Beverages, State: Baja California",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,LG,,NO,,Carmen González,+52 (342) 1098-1981,+52 (342) 1098-1981,0.16,,JAL,,Zapopan,JAL,47309,cgonzález@bancariacentral.mx,,,"Industry: Finance, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Jorge Rivera,+52 (991) 8661-5903,+52 (991) 8661-5903,0.16,,YUC,,Mérida,YUC,89743,rivera.jorge@tecnologíadelnorte.com,,,"Industry: Technology, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Sofía Rodríguez,+52 (428) 1535-1251,+52 (428) 1535-1251,0.16,,GUA,,Guanajuato City,GUA,82105,sofía.rodríguez@turismomaya.com.mx,,,"Industry: Tourism, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Rosa Ortiz,+52 (662) 2230-2518,+52 (662) 2230-2518,0.16,,SON,,Hermosillo,SON,20460,ortiz.rosa@calzadoleón.com,,,"Industry: Manufacturing, State: Sonora",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Francisco González,+52 (614) 3597-6655,+52 (614) 3597-6655,0.16,,CHH,,Chihuahua City,CHH,13351,francisco.gonzález@calzadoleón.com.mx,,,"Industry: Manufacturing, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,LG,,NO,,Pedro Morales,+52 (55) 8605-7032,+52 (55) 8605-7032,0.16,,CDMX,,Mexico City,CDMX,70013,pedro.morales@caféchiapas.com.mx,,,"Industry: Agriculture, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Guadalupe Rodríguez,+52 (828) 2507-2172,+52 (828) 2507-2172,0.16,,NLE,,Monterrey,NLE,76132,grodríguez@petroveracruz.mx,,,"Industry: Petroleum, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Alejandra Ortiz,+52 (668) 6716-1804,+52 (668) 6716-1804,0.16,,SIN,,Los Mochis,SIN,25160,aortiz@caféchiapas.mx,,,"Industry: Agriculture, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Daniel Gómez,+52 (429) 6384-4423,+52 (429) 6384-4423,0.16,,GUA,,Guanajuato City,GUA,70731,gómez.daniel@tecnologíadelnorte.com,,,"Industry: Technology, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Rosa Flores,+52 (991) 5919-2026,+52 (991) 5919-2026,0.16,,YUC,,Progreso,YUC,60920,flores.rosa@turismomaya.com,,,"Industry: Tourism, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Jorge Martínez,+52 (686) 1523-8617,+52 (686) 1523-8617,0.16,,BCN,,Mexicali,BCN,60129,jmartínez@turismomaya.mx,,,"Industry: Tourism, State: Baja California",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Pedro Cruz,+52 (639) 5264-2258,+52 (639) 5264-2258,0.16,,CHH,,Delicias,CHH,36264,cruz.pedro@caféchiapas.com,,,"Industry: Agriculture, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Antonio López,+52 (81) 9471-2577,+52 (81) 9471-2577,0.16,,NLE,,San Pedro Garza García,NLE,79044,lópez.antonio@tequilapremium.com,,,"Industry: Beverages, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Carmen González,+52 (429) 6151-7914,+52 (429) 6151-7914,0.16,,GUA,,Celaya,GUA,91586,gonzález.carmen@turismomaya.com,,,"Industry: Tourism, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,LG,,NO,,Fernando Cruz,+52 (56) 1853-0060,+52 (56) 1853-0060,0.16,,CDMX,,Mexico City,CDMX,41247,fcruz@bancariacentral.mx,,,"Industry: Finance, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Ana Pérez,+52 (667) 8016-0640,+52 (667) 8016-0640,0.16,,SIN,,Mazatlán,SIN,67261,apérez@turismomaya.mx,,,"Industry: Tourism, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Luis Morales,+52 (656) 3814-2565,+52 (656) 3814-2565,0.16,,CHH,,Ciudad Juárez,CHH,27693,luis.morales@turismomaya.com.mx,,,"Industry: Tourism, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Miguel García,+52 (614) 8185-1694,+52 (614) 8185-1694,0.16,,CHH,,Delicias,CHH,34386,mgarcía@tecnologíadelnorte.mx,,,"Industry: Technology, State: Chihuahua",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Guadalupe Gutiérrez,+52 (991) 5434-2999,+52 (991) 5434-2999,0.16,,YUC,,Valladolid,YUC,79711,ggutiérrez@tequilapremium.mx,,,"Industry: Beverages, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Juan Reyes,+52 (274) 5423-6065,+52 (274) 5423-6065,0.16,,VER,,Veracruz City,VER,67274,juan.reyes@petroveracruz.com.mx,,,"Industry: Petroleum, State: Veracruz",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,LG,,NO,,Alejandra López,+52 (56) 7937-9739,+52 (56) 7937-9739,0.16,,CDMX,,Coyoacán,CDMX,59364,alejandra.lópez@bancariacentral.com.mx,,,"Industry: Finance, State: Ciudad de México",MX,Mexico_Business_Directory,2026-07-14
Café Chiapas,AGRICULTURE,AH,,NO,,Jorge Rodríguez,+52 (668) 4701-3481,+52 (668) 4701-3481,0.16,,SIN,,Los Mochis,SIN,47153,rodríguez.jorge@caféchiapas.com,,,"Industry: Agriculture, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Ana Rivera,+52 (428) 3129-8659,+52 (428) 3129-8659,0.16,,GUA,,Irapuato,GUA,47480,ana.rivera@calzadoleón.com.mx,,,"Industry: Manufacturing, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Alejandra Martínez,+52 (229) 6738-1484,+52 (229) 6738-1484,0.16,,VER,,Xalapa,VER,42838,amartínez@turismomaya.mx,,,"Industry: Tourism, State: Veracruz",MX,Mexico_Business_Directory,2026-07-14
PetroVeracruz,GENERAL,AH,,NO,,Pedro Gutiérrez,+52 (999) 1653-4774,+52 (999) 1653-4774,0.16,,YUC,,Progreso,YUC,60526,pgutiérrez@petroveracruz.mx,,,"Industry: Petroleum, State: Yucatán",MX,Mexico_Business_Directory,2026-07-14
Bancaria Central,FINANCE,LG,,NO,,José Sánchez,+52 (342) 8856-5531,+52 (342) 8856-5531,0.16,,JAL,,Puerto Vallarta,JAL,41268,josé.sánchez@bancariacentral.com.mx,,,"Industry: Finance, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Sofía Ortiz,+52 (222) 3569-2654,+52 (222) 3569-2654,0.16,,PUE,,Atlixco,PUE,57671,sortiz@turismomaya.mx,,,"Industry: Tourism, State: Puebla",MX,Mexico_Business_Directory,2026-07-14
Tecnología del Norte,TECH,AH,,NO,,Rosa Díaz,+52 (826) 2797-8265,+52 (826) 2797-8265,0.16,,NLE,,Guadalupe,NLE,66519,díaz.rosa@tecnologíadelnorte.com,,,"Industry: Technology, State: Nuevo León",MX,Mexico_Business_Directory,2026-07-14
Automotriz Puebla,GENERAL,LG,,NO,,María Hernández,+52 (33) 1102-2009,+52 (33) 1102-2009,0.16,,JAL,,Puerto Vallarta,JAL,13719,maría.hernández@automotrizpuebla.com.mx,,,"Industry: Automotive, State: Jalisco",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Daniel Hernández,+52 (428) 4488-5725,+52 (428) 4488-5725,0.16,,GUA,,Irapuato,GUA,65150,hernández.daniel@turismomaya.com,,,"Industry: Tourism, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
Calzado León,INDUSTRIAL,AH,,NO,,Antonio Sánchez,+52 (271) 5089-0370,+52 (271) 5089-0370,0.16,,VER,,Veracruz City,VER,56547,sánchez.antonio@calzadoleón.com,,,"Industry: Manufacturing, State: Veracruz",MX,Mexico_Business_Directory,2026-07-14
Turismo Maya,GENERAL,AH,,NO,,Carlos Martínez,+52 (667) 6053-2024,+52 (667) 6053-2024,0.16,,SIN,,Mazatlán,SIN,97712,cmartínez@turismomaya.mx,,,"Industry: Tourism, State: Sinaloa",MX,Mexico_Business_Directory,2026-07-14
Tequila Premium,GENERAL,AH,,NO,,Diego Rodríguez,+52 (429) 1270-8479,+52 (429) 1270-8479,0.16,,GUA,,Celaya,GUA,15387,diego.rodríguez@tequilapremium.com.mx,,,"Industry: Beverages, State: Guanajuato",MX,Mexico_Business_Directory,2026-07-14
