Client,Type,Rep,System,HW_Maint,Revenue_Tracking,Primary_Contact,Phone,Cell,Tax_Pct,Tax_Pct2,Tax_District,Store_Address,City,State,Zip,Email,Ops_Email,Billing_Email,Notes,Country,Source,Import_Date
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Sophie Roy,+1 (587) 337-7616,+1 (587) 337-7616,0.13,,AB,,Red Deer,AB,T4U 0F9,sophie.roy@prairieagricultureco.ca,,,"Industry: Agriculture, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Christopher Roy,+1 (778) 242-6092,+1 (778) 242-6092,0.13,,BC,,Victoria,BC,V5F 2K0,roy.christopher@prairieagricultureco.com,,,"Industry: Agriculture, Province: British Columbia",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Emma Bouchard,+1 (514) 229-5487,+1 (514) 229-5487,0.13,,QC,,Quebec City,QC,H9C 0D8,emma.bouchard@quebecmanufacturing.ca,,,"Industry: Manufacturing, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,Olivia Roy,+1 (506) 642-5845,+1 (506) 642-5845,0.13,,NB,,Fredericton,NB,E9E 0E8,oroy@pacificsoftwareinc.ca,,,"Industry: Technology, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Christopher MacDonald,+1 (403) 871-8412,+1 (403) 871-8412,0.13,,AB,,Edmonton,AB,T5Y 6U3,macdonald.christopher@prairieagricultureco.com,,,"Industry: Agriculture, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Isabelle O'Brien,+1 (431) 920-3872,+1 (431) 920-3872,0.13,,MB,,Steinbach,MB,R6G 9T6,io'brien@mapletechsolutions.ca,,,"Industry: Technology, Province: Manitoba",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Anne Johnson,+1 (438) 835-8242,+1 (438) 835-8242,0.13,,QC,,Laval,QC,G3E 1C8,anne.johnson@mapletechsolutions.ca,,,"Industry: Technology, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,Michael Davis,+1 (778) 477-7288,+1 (778) 477-7288,0.13,,BC,,Victoria,BC,V9W 7H5,mdavis@northernminingcorp.ca,,,"Industry: Mining, Province: British Columbia",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Christopher Tremblay,+1 (343) 203-9691,+1 (343) 203-9691,0.13,,ON,,Mississauga,ON,M3V 6L7,tremblay.christopher@mapletechsolutions.com,,,"Industry: Technology, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Catherine Murphy,+1 (403) 636-1522,+1 (403) 636-1522,0.13,,AB,,Red Deer,AB,T6F 2V1,murphy.catherine@mapletechsolutions.com,,,"Industry: Technology, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Catherine Smith,+1 (306) 885-1084,+1 (306) 885-1084,0.13,,SK,,Regina,SK,S8S 5F6,csmith@quebecmanufacturing.ca,,,"Industry: Manufacturing, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,Olivia Smith,+1 (416) 899-8761,+1 (416) 899-8761,0.13,,ON,,Hamilton,ON,P1G 4V3,smith.olivia@pacificsoftwareinc.com,,,"Industry: Technology, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Daniel Gagné,+1 (506) 327-4131,+1 (506) 327-4131,0.13,,NB,,Fredericton,NB,E5A 3U9,daniel.gagné@mapletechsolutions.ca,,,"Industry: Technology, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,Marie Gagnon,+1 (647) 412-5266,+1 (647) 412-5266,0.13,,ON,,Markham,ON,K8G 7M1,mgagnon@northernminingcorp.ca,,,"Industry: Mining, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,Anne Fortin,+1 (450) 216-8141,+1 (450) 216-8141,0.13,,QC,,Laval,QC,H8N 5B2,fortin.anne@atlanticfisheries.com,,,"Industry: Fishing, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Nathalie Lee,+1 (506) 403-2826,+1 (506) 403-2826,0.13,,NB,,Fredericton,NB,E0H 8J6,nlee@quebecmanufacturing.ca,,,"Industry: Manufacturing, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,Anne O'Brien,+1 (902) 491-6396,+1 (902) 491-6396,0.13,,NS,,Halifax,NS,B4A 9N5,anne.o'brien@atlanticfisheries.ca,,,"Industry: Fishing, Province: Nova Scotia",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Olivia Lavoie,+1 (438) 523-3368,+1 (438) 523-3368,0.13,,QC,,Montreal,QC,J3U 1S8,olivia.lavoie@quebecmanufacturing.ca,,,"Industry: Manufacturing, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Marie Murphy,+1 (579) 332-2174,+1 (579) 332-2174,0.13,,QC,,Quebec City,QC,J4B 4H4,mmurphy@prairieagricultureco.ca,,,"Industry: Agriculture, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,William MacDonald,+1 (639) 498-1801,+1 (639) 498-1801,0.13,,SK,,Saskatoon,SK,S3B 4J3,wmacdonald@pacificsoftwareinc.ca,,,"Industry: Technology, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,Nathalie MacDonald,+1 (639) 880-5977,+1 (639) 880-5977,0.13,,SK,,Prince Albert,SK,S5X 1S7,macdonald.nathalie@pacificsoftwareinc.com,,,"Industry: Technology, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,William Gauthier,+1 (403) 597-5677,+1 (403) 597-5677,0.13,,AB,,Edmonton,AB,T5H 2M4,wgauthier@northernminingcorp.ca,,,"Industry: Mining, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Daniel Davis,+1 (506) 428-6079,+1 (506) 428-6079,0.13,,NB,,Fredericton,NB,E9P 6P0,daniel.davis@quebecmanufacturing.ca,,,"Industry: Manufacturing, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Olivia Gauthier,+1 (204) 413-2112,+1 (204) 413-2112,0.13,,MB,,Steinbach,MB,R2V 8S0,gauthier.olivia@quebecmanufacturing.com,,,"Industry: Manufacturing, Province: Manitoba",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,Christopher Wilson,+1 (902) 708-2738,+1 (902) 708-2738,0.13,,NS,,Dartmouth,NS,B6L 2A8,cwilson@pacificsoftwareinc.ca,,,"Industry: Technology, Province: Nova Scotia",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Christopher Lee,+1 (604) 997-2149,+1 (604) 997-2149,0.13,,BC,,Vancouver,BC,V8T 8W2,lee.christopher@quebecmanufacturing.com,,,"Industry: Manufacturing, Province: British Columbia",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Thomas O'Brien,+1 (647) 842-9086,+1 (647) 842-9086,0.13,,ON,,London,ON,N6H 5P0,o'brien.thomas@quebecmanufacturing.com,,,"Industry: Manufacturing, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,James Gauthier,+1 (639) 916-3234,+1 (639) 916-3234,0.13,,SK,,Saskatoon,SK,S4J 0Y4,james.gauthier@pacificsoftwareinc.ca,,,"Industry: Technology, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,Christopher Smith,+1 (506) 951-4510,+1 (506) 951-4510,0.13,,NB,,Fredericton,NB,E7N 0F7,csmith@pacificsoftwareinc.ca,,,"Industry: Technology, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Julie MacDonald,+1 (587) 352-9005,+1 (587) 352-9005,0.13,,AB,,Edmonton,AB,T2U 3Y4,jmacdonald@mapletechsolutions.ca,,,"Industry: Technology, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Michael Gagnon,+1 (431) 928-9770,+1 (431) 928-9770,0.13,,MB,,Winnipeg,MB,R1G 6R5,mgagnon@quebecmanufacturing.ca,,,"Industry: Manufacturing, Province: Manitoba",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Christopher Murphy,+1 (514) 609-9236,+1 (514) 609-9236,0.13,,QC,,Laval,QC,J6D 6X4,murphy.christopher@prairieagricultureco.com,,,"Industry: Agriculture, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Nathalie O'Brien,+1 (639) 573-3352,+1 (639) 573-3352,0.13,,SK,,Saskatoon,SK,S6C 8R1,nathalie.o'brien@prairieagricultureco.ca,,,"Industry: Agriculture, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,David Roy,+1 (343) 596-2323,+1 (343) 596-2323,0.13,,ON,,Brampton,ON,N4Z 3K8,droy@pacificsoftwareinc.ca,,,"Industry: Technology, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,Nathalie MacDonald,+1 (403) 940-9982,+1 (403) 940-9982,0.13,,AB,,Red Deer,AB,T9A 6H9,nathalie.macdonald@northernminingcorp.ca,,,"Industry: Mining, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,Olivia Morin,+1 (431) 385-2693,+1 (431) 385-2693,0.13,,MB,,Steinbach,MB,R3H 4P3,morin.olivia@pacificsoftwareinc.com,,,"Industry: Technology, Province: Manitoba",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,Marie Murphy,+1 (204) 484-6869,+1 (204) 484-6869,0.13,,MB,,Winnipeg,MB,R7T 6M7,marie.murphy@northernminingcorp.ca,,,"Industry: Mining, Province: Manitoba",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Jean Roy,+1 (639) 490-3674,+1 (639) 490-3674,0.13,,SK,,Regina,SK,S6A 0M3,jean.roy@mapletechsolutions.ca,,,"Industry: Technology, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Robert Roy,+1 (306) 482-1962,+1 (306) 482-1962,0.13,,SK,,Prince Albert,SK,S9R 2Z9,roy.robert@quebecmanufacturing.com,,,"Industry: Manufacturing, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Marie Tremblay,+1 (780) 429-3693,+1 (780) 429-3693,0.13,,AB,,Red Deer,AB,T1B 1S2,marie.tremblay@prairieagricultureco.ca,,,"Industry: Agriculture, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Marie Bouchard,+1 (506) 645-1303,+1 (506) 645-1303,0.13,,NB,,Moncton,NB,E9B 8A0,mbouchard@mapletechsolutions.ca,,,"Industry: Technology, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Sarah Wilson,+1 (506) 989-7495,+1 (506) 989-7495,0.13,,NB,,Saint John,NB,E3B 3F7,swilson@prairieagricultureco.ca,,,"Industry: Agriculture, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Robert Roy,+1 (506) 377-4504,+1 (506) 377-4504,0.13,,NB,,Saint John,NB,E8H 2F2,rroy@prairieagricultureco.ca,,,"Industry: Agriculture, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,David Gagné,+1 (403) 227-6803,+1 (403) 227-6803,0.13,,AB,,Edmonton,AB,T4M 1X3,david.gagné@atlanticfisheries.ca,,,"Industry: Fishing, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,Michael Smith,+1 (514) 495-6080,+1 (514) 495-6080,0.13,,QC,,Quebec City,QC,J7T 3P0,michael.smith@pacificsoftwareinc.ca,,,"Industry: Technology, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Emma Smith,+1 (780) 350-7147,+1 (780) 350-7147,0.13,,AB,,Edmonton,AB,T7M 1U3,esmith@mapletechsolutions.ca,,,"Industry: Technology, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,Christopher MacDonald,+1 (639) 916-8762,+1 (639) 916-8762,0.13,,SK,,Saskatoon,SK,S0B 0L1,cmacdonald@northernminingcorp.ca,,,"Industry: Mining, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Pierre Morin,+1 (780) 338-6446,+1 (780) 338-6446,0.13,,AB,,Edmonton,AB,T7L 8W2,pmorin@prairieagricultureco.ca,,,"Industry: Agriculture, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,Pierre Johnson,+1 (437) 378-2056,+1 (437) 378-2056,0.13,,ON,,Brampton,ON,P5S 8Y9,pjohnson@atlanticfisheries.ca,,,"Industry: Fishing, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Julie O'Brien,+1 (343) 755-2184,+1 (343) 755-2184,0.13,,ON,,Brampton,ON,M0W 1F4,o'brien.julie@prairieagricultureco.com,,,"Industry: Agriculture, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,Anne Lavoie,+1 (403) 655-1873,+1 (403) 655-1873,0.13,,AB,,Edmonton,AB,T9X 8E0,lavoie.anne@atlanticfisheries.com,,,"Industry: Fishing, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,James Côté,+1 (780) 911-8502,+1 (780) 911-8502,0.13,,AB,,Lethbridge,AB,T5C 8H7,côté.james@pacificsoftwareinc.com,,,"Industry: Technology, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Nathalie Gagné,+1 (613) 203-7468,+1 (613) 203-7468,0.13,,ON,,Toronto,ON,M6A 5C8,ngagné@mapletechsolutions.ca,,,"Industry: Technology, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,Sophie Bouchard,+1 (450) 902-6356,+1 (450) 902-6356,0.13,,QC,,Gatineau,QC,J2F 3N3,sophie.bouchard@pacificsoftwareinc.ca,,,"Industry: Technology, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Michael Fortin,+1 (506) 737-2056,+1 (506) 737-2056,0.13,,NB,,Moncton,NB,E1X 2U4,michael.fortin@mapletechsolutions.ca,,,"Industry: Technology, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,Julie Gagnon,+1 (778) 922-8436,+1 (778) 922-8436,0.13,,BC,,Richmond,BC,V6E 4B2,jgagnon@atlanticfisheries.ca,,,"Industry: Fishing, Province: British Columbia",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Michael Fortin,+1 (902) 831-1985,+1 (902) 831-1985,0.13,,NS,,Dartmouth,NS,B7L 2C8,michael.fortin@mapletechsolutions.ca,,,"Industry: Technology, Province: Nova Scotia",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Olivia Gauthier,+1 (902) 510-1564,+1 (902) 510-1564,0.13,,NS,,Halifax,NS,B9X 7T5,ogauthier@mapletechsolutions.ca,,,"Industry: Technology, Province: Nova Scotia",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Olivia O'Brien,+1 (639) 638-9274,+1 (639) 638-9274,0.13,,SK,,Regina,SK,S2H 5Y3,oo'brien@mapletechsolutions.ca,,,"Industry: Technology, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Olivia Johnson,+1 (204) 726-5521,+1 (204) 726-5521,0.13,,MB,,Steinbach,MB,R5Z 2Y1,olivia.johnson@mapletechsolutions.ca,,,"Industry: Technology, Province: Manitoba",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,Sophie Lee,+1 (431) 584-3458,+1 (431) 584-3458,0.13,,MB,,Brandon,MB,R2T 0X3,lee.sophie@northernminingcorp.com,,,"Industry: Mining, Province: Manitoba",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,James Smith,+1 (204) 690-9048,+1 (204) 690-9048,0.13,,MB,,Steinbach,MB,R0L 4M0,smith.james@mapletechsolutions.com,,,"Industry: Technology, Province: Manitoba",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Catherine Tremblay,+1 (506) 729-2050,+1 (506) 729-2050,0.13,,NB,,Moncton,NB,E2V 6S2,catherine.tremblay@prairieagricultureco.ca,,,"Industry: Agriculture, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Emma Smith,+1 (902) 431-4240,+1 (902) 431-4240,0.13,,NS,,Sydney,NS,B0G 1C8,esmith@quebecmanufacturing.ca,,,"Industry: Manufacturing, Province: Nova Scotia",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,Michael Lee,+1 (306) 617-6305,+1 (306) 617-6305,0.13,,SK,,Regina,SK,S4M 2K3,mlee@pacificsoftwareinc.ca,,,"Industry: Technology, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,Pierre Wilson,+1 (514) 251-9989,+1 (514) 251-9989,0.13,,QC,,Laval,QC,G6A 6K5,wilson.pierre@northernminingcorp.com,,,"Industry: Mining, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,Isabelle Chen,+1 (450) 800-3221,+1 (450) 800-3221,0.13,,QC,,Laval,QC,G5W 3V8,chen.isabelle@pacificsoftwareinc.com,,,"Industry: Technology, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,Pierre Fortin,+1 (587) 518-3684,+1 (587) 518-3684,0.13,,AB,,Red Deer,AB,T3A 9W2,pierre.fortin@northernminingcorp.ca,,,"Industry: Mining, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Marie Davis,+1 (306) 676-9549,+1 (306) 676-9549,0.13,,SK,,Regina,SK,S0P 6H3,mdavis@quebecmanufacturing.ca,,,"Industry: Manufacturing, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,Julie Tremblay,+1 (403) 492-2379,+1 (403) 492-2379,0.13,,AB,,Red Deer,AB,T9D 2D2,julie.tremblay@atlanticfisheries.ca,,,"Industry: Fishing, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,Sophie Tremblay,+1 (437) 540-3805,+1 (437) 540-3805,0.13,,ON,,Brampton,ON,P1T 3K8,tremblay.sophie@northernminingcorp.com,,,"Industry: Mining, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Anne Gagnon,+1 (902) 252-4041,+1 (902) 252-4041,0.13,,NS,,Sydney,NS,B8D 1N0,gagnon.anne@quebecmanufacturing.com,,,"Industry: Manufacturing, Province: Nova Scotia",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,Sarah Lee,+1 (579) 750-5276,+1 (579) 750-5276,0.13,,QC,,Laval,QC,H5L 5H4,slee@atlanticfisheries.ca,,,"Industry: Fishing, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,Thomas Roy,+1 (506) 203-9160,+1 (506) 203-9160,0.13,,NB,,Moncton,NB,E2L 8A7,thomas.roy@northernminingcorp.ca,,,"Industry: Mining, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Emma Gauthier,+1 (438) 455-5366,+1 (438) 455-5366,0.13,,QC,,Montreal,QC,J7T 3N0,egauthier@quebecmanufacturing.ca,,,"Industry: Manufacturing, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Olivia Lee,+1 (506) 284-1567,+1 (506) 284-1567,0.13,,NB,,Fredericton,NB,E8V 9G3,lee.olivia@mapletechsolutions.com,,,"Industry: Technology, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Pierre Tremblay,+1 (639) 480-2219,+1 (639) 480-2219,0.13,,SK,,Saskatoon,SK,S5X 7B4,tremblay.pierre@prairieagricultureco.com,,,"Industry: Agriculture, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Quebec Manufacturing,INDUSTRIAL,AH,,NO,,Robert Wilson,+1 (514) 644-8229,+1 (514) 644-8229,0.13,,QC,,Gatineau,QC,J8Y 8Y9,wilson.robert@quebecmanufacturing.com,,,"Industry: Manufacturing, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Sophie Johnson,+1 (780) 777-3427,+1 (780) 777-3427,0.13,,AB,,Red Deer,AB,T0D 9S7,sophie.johnson@prairieagricultureco.ca,,,"Industry: Agriculture, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Pacific Software Inc,TECH,AH,,NO,,Thomas Bouchard,+1 (403) 745-4440,+1 (403) 745-4440,0.13,,AB,,Red Deer,AB,T6H 9T9,bouchard.thomas@pacificsoftwareinc.com,,,"Industry: Technology, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,Isabelle MacDonald,+1 (450) 453-7854,+1 (450) 453-7854,0.13,,QC,,Montreal,QC,J2K 3Z9,imacdonald@northernminingcorp.ca,,,"Industry: Mining, Province: Quebec",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,Pierre Gauthier,+1 (506) 643-6211,+1 (506) 643-6211,0.13,,NB,,Moncton,NB,E6L 8V6,gauthier.pierre@atlanticfisheries.com,,,"Industry: Fishing, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,Daniel Fortin,+1 (778) 672-9910,+1 (778) 672-9910,0.13,,BC,,Richmond,BC,V4S 4M8,daniel.fortin@atlanticfisheries.ca,,,"Industry: Fishing, Province: British Columbia",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Catherine Bouchard,+1 (431) 640-9401,+1 (431) 640-9401,0.13,,MB,,Steinbach,MB,R7S 7G0,bouchard.catherine@prairieagricultureco.com,,,"Industry: Agriculture, Province: Manitoba",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Sarah O'Brien,+1 (437) 591-9031,+1 (437) 591-9031,0.13,,ON,,Brampton,ON,N0P 2J4,sarah.o'brien@mapletechsolutions.ca,,,"Industry: Technology, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,Olivia Smith,+1 (437) 339-3694,+1 (437) 339-3694,0.13,,ON,,Brampton,ON,P4E 6E3,osmith@atlanticfisheries.ca,,,"Industry: Fishing, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,David Roy,+1 (343) 203-9397,+1 (343) 203-9397,0.13,,ON,,Toronto,ON,N5C 5V5,droy@atlanticfisheries.ca,,,"Industry: Fishing, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Jean Roy,+1 (587) 519-2253,+1 (587) 519-2253,0.13,,AB,,Lethbridge,AB,T6R 8F2,jroy@prairieagricultureco.ca,,,"Industry: Agriculture, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,Anne Wilson,+1 (306) 691-8365,+1 (306) 691-8365,0.13,,SK,,Prince Albert,SK,S5D 9G1,wilson.anne@atlanticfisheries.com,,,"Industry: Fishing, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Sarah O'Brien,+1 (780) 586-5613,+1 (780) 586-5613,0.13,,AB,,Calgary,AB,T1G 2H5,sarah.o'brien@mapletechsolutions.ca,,,"Industry: Technology, Province: Alberta",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Sophie Lee,+1 (613) 589-1687,+1 (613) 589-1687,0.13,,ON,,Markham,ON,N4L 0G1,sophie.lee@prairieagricultureco.ca,,,"Industry: Agriculture, Province: Ontario",CA,Canada_Business_Directory,2026-07-14
Atlantic Fisheries,GENERAL,AH,,NO,,Isabelle Lavoie,+1 (431) 296-7789,+1 (431) 296-7789,0.13,,MB,,Steinbach,MB,R9E 7X7,isabelle.lavoie@atlanticfisheries.ca,,,"Industry: Fishing, Province: Manitoba",CA,Canada_Business_Directory,2026-07-14
Northern Mining Corp,GENERAL,AH,,NO,,Olivia Tremblay,+1 (204) 798-9689,+1 (204) 798-9689,0.13,,MB,,Steinbach,MB,R2H 9L3,olivia.tremblay@northernminingcorp.ca,,,"Industry: Mining, Province: Manitoba",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,Thomas Wilson,+1 (204) 859-9970,+1 (204) 859-9970,0.13,,MB,,Brandon,MB,R4F 2P6,thomas.wilson@prairieagricultureco.ca,,,"Industry: Agriculture, Province: Manitoba",CA,Canada_Business_Directory,2026-07-14
Prairie Agriculture Co,AGRICULTURE,AH,,NO,,David Fortin,+1 (639) 540-9324,+1 (639) 540-9324,0.13,,SK,,Prince Albert,SK,S7D 3V7,dfortin@prairieagricultureco.ca,,,"Industry: Agriculture, Province: Saskatchewan",CA,Canada_Business_Directory,2026-07-14
Maple Tech Solutions,TECH,AH,,NO,,Marie Lee,+1 (506) 732-7752,+1 (506) 732-7752,0.13,,NB,,Saint John,NB,E4H 0U4,lee.marie@mapletechsolutions.com,,,"Industry: Technology, Province: New Brunswick",CA,Canada_Business_Directory,2026-07-14
