Client,Type,Rep,System,HW_Maint,Revenue_Tracking,Primary_Contact,Phone,Cell,Tax_Pct,Tax_Pct2,Tax_District,Store_Address,City,State,Zip,Email,Ops_Email,Billing_Email,Notes,Country,Source,Import_Date
Carmen & Family Cafe,GENERAL,LG,,NO,,Carmen (Owner),(972) 334-1623,(972) 334-1623,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
William Mexican,GENERAL,LG,,NO,,William (Owner),(469) 627-9565,(469) 627-9565,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Robert Chinese,GENERAL,LG,,NO,,Robert (Owner),(469) 667-6376,(469) 667-6376,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Steakhouse House,GENERAL,LG,,NO,,Sofia (Owner),(469) 520-5380,(469) 520-5380,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Breakfast House,GENERAL,LG,,NO,,Linda (Owner),(469) 427-9782,(469) 427-9782,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Burger House,GENERAL,LG,,NO,,Carmen (Owner),(214) 792-8846,(214) 792-8846,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Roberto's Bakery,GENERAL,LG,,NO,,Roberto (Owner),(214) 722-7051,(214) 722-7051,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Elena Mexican,GENERAL,LG,,NO,,Elena (Owner),(972) 696-8835,(972) 696-8835,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Carmen's Place,SUPPLY ONLY,LG,,NO,,Carmen (Owner),(972) 596-9190,(972) 596-9190,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Vietnamese House,GENERAL,LG,,NO,,Patricia (Owner),(469) 263-9629,(469) 263-9629,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Hector Breakfast,GENERAL,LG,,NO,,Hector (Owner),(214) 715-9262,(214) 715-9262,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Maria Sushi,GENERAL,LG,,NO,,Maria (Owner),(214) 829-6327,(214) 829-6327,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Rosa's Mexican,GENERAL,LG,,NO,,Rosa (Owner),(972) 969-2862,(972) 969-2862,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Elena's Chinese,GENERAL,LG,,NO,,Elena (Owner),(972) 854-3677,(972) 854-3677,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Jennifer Sandwich,GENERAL,LG,,NO,,Jennifer (Owner),(214) 619-9001,(214) 619-9001,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Sarah Mexican,GENERAL,LG,,NO,,Sarah (Owner),(972) 994-3540,(972) 994-3540,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Roberto Bbq,GENERAL,LG,,NO,,Roberto (Owner),(972) 261-5302,(972) 261-5302,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Jennifer's Bbq,GENERAL,LG,,NO,,Jennifer (Owner),(214) 746-1963,(214) 746-1963,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Isabella's Thai,GENERAL,LG,,NO,,Isabella (Owner),(972) 322-5684,(972) 322-5684,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Francisco & Family Sandwich,GENERAL,LG,,NO,,Francisco (Owner),(972) 236-2783,(972) 236-2783,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Roberto Thai,GENERAL,LG,,NO,,Roberto (Owner),(972) 444-2863,(972) 444-2863,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Hector Sushi,GENERAL,LG,,NO,,Hector (Owner),(469) 777-1293,(469) 777-1293,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Emma's Restaurant,SUPPLY ONLY,LG,,NO,,Emma (Owner),(469) 607-7002,(469) 607-7002,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Jennifer & Family Steakhouse,GENERAL,LG,,NO,,Jennifer (Owner),(972) 485-4037,(972) 485-4037,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Carlos & Family Breakfast,GENERAL,LG,,NO,,Carlos (Owner),(469) 571-2443,(469) 571-2443,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Sofia Restaurant,SUPPLY ONLY,LG,,NO,,Sofia (Owner),(214) 822-2059,(214) 822-2059,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Jose's Deli,GENERAL,LG,,NO,,Jose (Owner),(972) 216-8604,(972) 216-8604,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Jennifer's Place,GENERAL,LG,,NO,,Jennifer (Owner),(214) 296-9551,(214) 296-9551,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Emma's Restaurant,SUPPLY ONLY,LG,,NO,,Emma (Owner),(214) 585-7834,(214) 585-7834,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
William & Family Chinese,GENERAL,LG,,NO,,William (Owner),(972) 240-4157,(972) 240-4157,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Francisco Chinese,GENERAL,LG,,NO,,Francisco (Owner),(469) 286-8565,(469) 286-8565,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Jose's Bakery,GENERAL,LG,,NO,,Jose (Owner),(214) 492-3078,(214) 492-3078,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Linda Deli,GENERAL,LG,,NO,,Linda (Owner),(469) 901-1703,(469) 901-1703,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Deli House,GENERAL,LG,,NO,,Juan (Owner),(972) 407-3470,(972) 407-3470,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Robert's Seafood,GENERAL,LG,,NO,,Robert (Owner),(972) 784-3178,(972) 784-3178,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Diner House,GENERAL,LG,,NO,,David (Owner),(214) 789-8499,(214) 789-8499,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The William Mexican,GENERAL,LG,,NO,,William (Owner),(469) 937-2637,(469) 937-2637,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Jose Taqueria,GENERAL,LG,,NO,,Jose (Owner),(972) 209-7868,(972) 209-7868,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Tony Bbq,GENERAL,LG,,NO,,Tony (Owner),(469) 629-3666,(469) 629-3666,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Diner House,GENERAL,LG,,NO,,Carlos (Owner),(214) 784-1468,(214) 784-1468,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Maria's Place,GENERAL,LG,,NO,,Maria (Owner),(972) 321-3543,(972) 321-3543,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Vietnamese House,GENERAL,LG,,NO,,Juan (Owner),(469) 674-2140,(469) 674-2140,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Steakhouse House,GENERAL,LG,,NO,,Linda (Owner),(469) 358-7699,(469) 358-7699,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The David Steakhouse,GENERAL,LG,,NO,,David (Owner),(972) 346-5727,(972) 346-5727,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Robert Sandwich,GENERAL,LG,,NO,,Robert (Owner),(214) 499-2093,(214) 499-2093,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Deli by Mike,GENERAL,LG,,NO,,Mike (Owner),(214) 955-5790,(214) 955-5790,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Patricia's Sandwich,GENERAL,LG,,NO,,Patricia (Owner),(469) 345-5971,(469) 345-5971,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Isabella's Vietnamese,GENERAL,LG,,NO,,Isabella (Owner),(972) 853-2210,(972) 853-2210,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Guadalupe & Family Thai,GENERAL,LG,,NO,,Guadalupe (Owner),(972) 767-9131,(972) 767-9131,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Mike Mexican,GENERAL,LG,,NO,,Mike (Owner),(469) 942-8442,(469) 942-8442,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Michael & Family Diner,GENERAL,LG,,NO,,Michael (Owner),(469) 335-7197,(469) 335-7197,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Robert's Vietnamese,GENERAL,LG,,NO,,Robert (Owner),(214) 370-8771,(214) 370-8771,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Isabella's Sandwich,GENERAL,LG,,NO,,Isabella (Owner),(469) 505-7261,(469) 505-7261,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Michael Deli,GENERAL,LG,,NO,,Michael (Owner),(214) 949-1802,(214) 949-1802,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Sandwich House,GENERAL,LG,,NO,,Hector (Owner),(972) 528-2678,(972) 528-2678,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Burger by Carmen,GENERAL,LG,,NO,,Carmen (Owner),(972) 783-8139,(972) 783-8139,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Breakfast House,GENERAL,LG,,NO,,Roberto (Owner),(469) 988-9695,(469) 988-9695,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Bbq by Michael,GENERAL,LG,,NO,,Michael (Owner),(469) 640-8125,(469) 640-8125,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Elena Italian,GENERAL,LG,,NO,,Elena (Owner),(469) 972-3943,(469) 972-3943,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Jose Chinese,GENERAL,LG,,NO,,Jose (Owner),(972) 868-3911,(972) 868-3911,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Tony's Place,GENERAL,LG,,NO,,Tony (Owner),(214) 872-5533,(214) 872-5533,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Carmen & Family Restaurant,SUPPLY ONLY,LG,,NO,,Carmen (Owner),(972) 519-1724,(972) 519-1724,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Cafe by Juan,GENERAL,LG,,NO,,Juan (Owner),(214) 678-8361,(214) 678-8361,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Hector & Family Cafe,GENERAL,LG,,NO,,Hector (Owner),(469) 783-9744,(469) 783-9744,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Jennifer Breakfast,GENERAL,LG,,NO,,Jennifer (Owner),(972) 336-8597,(972) 336-8597,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Mike & Family Burger,GENERAL,LG,,NO,,Mike (Owner),(972) 635-1154,(972) 635-1154,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
David's Sushi,GENERAL,LG,,NO,,David (Owner),(214) 739-9212,(214) 739-9212,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Robert & Family Deli,GENERAL,LG,,NO,,Robert (Owner),(469) 792-9921,(469) 792-9921,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Emma Sushi,GENERAL,LG,,NO,,Emma (Owner),(469) 963-6491,(469) 963-6491,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Robert & Family Bakery,GENERAL,LG,,NO,,Robert (Owner),(214) 203-7198,(214) 203-7198,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Carlos's Place,GENERAL,LG,,NO,,Carlos (Owner),(214) 446-7553,(214) 446-7553,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Cafe by Robert,GENERAL,LG,,NO,,Robert (Owner),(972) 253-3982,(972) 253-3982,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Pedro Cafe,GENERAL,LG,,NO,,Pedro (Owner),(469) 688-3258,(469) 688-3258,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Lisa's Place,SUPPLY ONLY,LG,,NO,,Lisa (Owner),(972) 342-3708,(972) 342-3708,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Jennifer's Bakery,GENERAL,LG,,NO,,Jennifer (Owner),(972) 401-4522,(972) 401-4522,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Patricia & Family Seafood,GENERAL,LG,,NO,,Patricia (Owner),(972) 997-5857,(972) 997-5857,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Mike's Place,GENERAL,LG,,NO,,Mike (Owner),(469) 206-9698,(469) 206-9698,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
The Carlos Vietnamese,GENERAL,LG,,NO,,Carlos (Owner),(972) 899-4496,(972) 899-4496,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Pedro's Bakery,GENERAL,LG,,NO,,Pedro (Owner),(469) 752-5502,(469) 752-5502,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Burger by Rosa,GENERAL,LG,,NO,,Rosa (Owner),(214) 527-9081,(214) 527-9081,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Rosa Thai,GENERAL,LG,,NO,,Rosa (Owner),(214) 434-9215,(214) 434-9215,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Chinese House,GENERAL,LG,,NO,,Maria (Owner),(214) 474-5002,(214) 474-5002,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Bakery by Maria,GENERAL,LG,,NO,,Maria (Owner),(469) 216-9723,(469) 216-9723,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Michael Restaurant,SUPPLY ONLY,LG,,NO,,Michael (Owner),(972) 555-4263,(972) 555-4263,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Restaurant by Roberto,SUPPLY ONLY,LG,,NO,,Roberto (Owner),(972) 855-4802,(972) 855-4802,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Steakhouse House,GENERAL,LG,,NO,,Antonio (Owner),(972) 360-5547,(972) 360-5547,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
William Cafe,GENERAL,LG,,NO,,William (Owner),(469) 354-7324,(469) 354-7324,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Steakhouse by Elena,GENERAL,LG,,NO,,Elena (Owner),(214) 454-7747,(214) 454-7747,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Francisco's Burger,GENERAL,LG,,NO,,Francisco (Owner),(972) 452-8473,(972) 452-8473,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Jennifer's Steakhouse,GENERAL,LG,,NO,,Jennifer (Owner),(972) 579-6259,(972) 579-6259,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Antonio & Family Bbq,GENERAL,LG,,NO,,Antonio (Owner),(214) 718-4923,(214) 718-4923,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Francisco & Family Food Truck,GENERAL,LG,,NO,,Francisco (Owner),(469) 697-8044,(469) 697-8044,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Pedro Vietnamese,GENERAL,LG,,NO,,Pedro (Owner),(214) 264-9903,(214) 264-9903,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Burger by Isabella,GENERAL,LG,,NO,,Isabella (Owner),(469) 479-1474,(469) 479-1474,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
William & Family Burger,GENERAL,LG,,NO,,William (Owner),(469) 468-1875,(469) 468-1875,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Patricia Sushi,GENERAL,LG,,NO,,Patricia (Owner),(469) 388-5142,(469) 388-5142,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Cafe by Antonio,GENERAL,LG,,NO,,Antonio (Owner),(214) 354-9145,(214) 354-9145,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Linda's Vietnamese,GENERAL,LG,,NO,,Linda (Owner),(972) 784-1050,(972) 784-1050,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Elena's Taqueria,GENERAL,LG,,NO,,Elena (Owner),(972) 600-5546,(972) 600-5546,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Burger House,GENERAL,LG,,NO,,William (Owner),(214) 637-1049,(214) 637-1049,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Antonio Food Truck,GENERAL,LG,,NO,,Antonio (Owner),(469) 392-3384,(469) 392-3384,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Vietnamese by Pedro,GENERAL,LG,,NO,,Pedro (Owner),(972) 941-8419,(972) 941-8419,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Roberto Seafood,GENERAL,LG,,NO,,Roberto (Owner),(972) 829-2638,(972) 829-2638,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
David's Vietnamese,GENERAL,LG,,NO,,David (Owner),(214) 253-7882,(214) 253-7882,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Sandwich House,GENERAL,LG,,NO,,Rosa (Owner),(972) 340-3095,(972) 340-3095,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Burger House,GENERAL,LG,,NO,,Juan (Owner),(214) 464-8155,(214) 464-8155,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Italian House,GENERAL,LG,,NO,,Miguel (Owner),(972) 420-1415,(972) 420-1415,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Emma's Sandwich,GENERAL,LG,,NO,,Emma (Owner),(214) 434-2729,(214) 434-2729,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Miguel Seafood,GENERAL,LG,,NO,,Miguel (Owner),(972) 863-1231,(972) 863-1231,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Michael's Place,GENERAL,LG,,NO,,Michael (Owner),(469) 361-2029,(469) 361-2029,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Emma's Place,GENERAL,LG,,NO,,Emma (Owner),(214) 712-8422,(214) 712-8422,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Mike & Family Thai,GENERAL,LG,,NO,,Mike (Owner),(972) 231-2944,(972) 231-2944,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Mike's Place,GENERAL,LG,,NO,,Mike (Owner),(469) 542-3681,(469) 542-3681,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Breakfast House,GENERAL,LG,,NO,,David (Owner),(214) 213-8791,(214) 213-8791,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Cafe by Rosa,GENERAL,LG,,NO,,Rosa (Owner),(214) 438-8297,(214) 438-8297,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Burger House,GENERAL,LG,,NO,,Rosa (Owner),(214) 404-9322,(214) 404-9322,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Pedro & Family Thai,GENERAL,LG,,NO,,Pedro (Owner),(214) 674-9549,(214) 674-9549,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Michael's Place,GENERAL,LG,,NO,,Michael (Owner),(469) 404-5327,(469) 404-5327,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Isabella & Family Vietnamese,GENERAL,LG,,NO,,Isabella (Owner),(214) 614-3260,(214) 614-3260,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Linda's Steakhouse,GENERAL,LG,,NO,,Linda (Owner),(469) 986-9582,(469) 986-9582,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Guadalupe's Place,GENERAL,LG,,NO,,Guadalupe (Owner),(469) 823-1543,(469) 823-1543,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Lisa Vietnamese,GENERAL,LG,,NO,,Lisa (Owner),(214) 485-1785,(214) 485-1785,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Lisa Thai,GENERAL,LG,,NO,,Lisa (Owner),(214) 428-3439,(214) 428-3439,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Sandwich by Luis,GENERAL,LG,,NO,,Luis (Owner),(972) 347-5284,(972) 347-5284,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Antonio's Italian,GENERAL,LG,,NO,,Antonio (Owner),(972) 896-2020,(972) 896-2020,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Sandwich House,GENERAL,LG,,NO,,Juan (Owner),(469) 232-6748,(469) 232-6748,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
Maria's Vietnamese,GENERAL,LG,,NO,,Maria (Owner),(972) 650-7967,(972) 650-7967,0.0825,,TEX,,Dallas,TX,,nan,,,"County: Dallas, Status: new",US,TX_Secretary_of_State,2026-03-30
