First Name,Last Name,Email,Phone,Company,City,County,State,Country,Priority,Email_Valid,Tags,Notes,Source
Rebecca,Ross,rebeccar@compass.com,(254) 754-4724,Lennar,Miami,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 11 years, Transactions: 10, Volume: $13,061,541",CREAM_RealEstate
Tyler,Adams,adams.tyler@homesmart.com,(636) 327-6511,The Agency,Raleigh,N/A,NC,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 17 years, Transactions: 22, Volume: $5,354,187",CREAM_RealEstate
Debra,Kim,debra84@remax.net,(445) 838-1935,M/I Homes,Tampa,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 11 years, Transactions: 44, Volume: $9,701,617",CREAM_RealEstate
Jeffrey,Parker,jeffreyp@redfin.com,(303) 891-8065,Ryan Homes,Austin,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 19 years, Transactions: 42, Volume: $5,705,065",CREAM_RealEstate
Anna,Wilson,awilson@coldwellbanker.com,(214) 275-2566,Meritage Homes,Colorado Springs,N/A,CO,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 8 years, Transactions: 27, Volume: $11,427,541",CREAM_RealEstate
Amy,Howard,amyh@homesmart.com,(814) 444-1993,Weichert,Raleigh,N/A,NC,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 24 years, Transactions: 33, Volume: $8,238,930",CREAM_RealEstate
Jerry,Perez,jerryp@yahoo.com,(203) 428-7745,CalAtlantic Homes,Memphis,N/A,TN,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 25 years, Transactions: 12, Volume: $8,014,522",CREAM_RealEstate
Amanda,Ramos,amanda.ramos@homesmart.com,(480) 361-4869,eXp Realty,Chicago,N/A,IL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 18 years, Transactions: 40, Volume: $3,824,085",CREAM_RealEstate
Karen,Collins,karen.collins@yahoo.com,(806) 589-8661,Lennar,Louisville,N/A,KY,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 7 years, Transactions: 41, Volume: $2,244,853",CREAM_RealEstate
Samuel,Edwards,sedwards@exprealty.com,(413) 948-2432,Tri Pointe Homes,Kansas City,N/A,MO,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 7 years, Transactions: 10, Volume: $10,816,559",CREAM_RealEstate
Patrick,Ortiz,portiz@homesmart.com,(435) 984-4896,Redfin,Charlotte,N/A,NC,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 14 years, Transactions: 13, Volume: $13,322,284",CREAM_RealEstate
Jeffrey,Perez,jeffreyp@yahoo.com,(409) 227-5007,Century 21,Portland,N/A,OR,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 24 years, Transactions: 47, Volume: $4,664,904",CREAM_RealEstate
George,Ruiz,george.ruiz@kw.com,(845) 787-3782,Weichert,Houston,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 6 years, Transactions: 11, Volume: $10,209,517",CREAM_RealEstate
William,Torres,williamt@kw.com,(805) 606-9377,Vylla Home,Philadelphia,N/A,PA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 28, Volume: $8,079,028",CREAM_RealEstate
Jeffrey,Ward,jeffrey48@sothebysrealty.com,(956) 835-2736,LGI Homes,Virginia Beach,N/A,VA,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 16 years, Transactions: 17, Volume: $4,807,579",CREAM_RealEstate
Gregory,Mitchell,gmitchell@realtor.com,(346) 394-6282,Century Communities,Los Angeles,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 25 years, Transactions: 46, Volume: $8,817,299",CREAM_RealEstate
Gregory,Johnson,gregory29@century21.com,(208) 638-9078,KB Home,Austin,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 14 years, Transactions: 24, Volume: $6,714,424",CREAM_RealEstate
Jack,Cooper,jackc@hotmail.com,(660) 918-2128,NVR,Jacksonville,N/A,FL,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 33, Volume: $3,185,629",CREAM_RealEstate
Patricia,Rogers,patricia69@kw.com,(409) 788-7511,Beazer Homes,San Diego,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 21 years, Transactions: 17, Volume: $7,780,585",CREAM_RealEstate
Benjamin,Myers,myers.benjamin@redfin.com,(862) 669-1714,Sotheby's,San Antonio,N/A,TX,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 17 years, Transactions: 10, Volume: $3,267,091",CREAM_RealEstate
Rachel,Harris,rharris@hotmail.com,(570) 994-6257,eXp Realty,Riverside,N/A,CA,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 21 years, Transactions: 23, Volume: $6,644,656",CREAM_RealEstate
Larry,Taylor,larry82@coldwellbanker.com,(972) 288-9595,eXp Realty,Minneapolis,N/A,MN,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 2 years, Transactions: 13, Volume: $1,946,775",CREAM_RealEstate
Daniel,Lewis,daniel.lewis@compass.com,(908) 495-1768,Beazer Homes,Riverside,N/A,CA,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 11 years, Transactions: 22, Volume: $4,655,538",CREAM_RealEstate
Alexander,Howard,alexander14@realtyonegroup.com,(850) 540-5757,Redfin,Houston,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 14 years, Transactions: 44, Volume: $12,167,600",CREAM_RealEstate
Brandon,Morgan,bmorgan@sothebysrealty.com,(541) 515-5733,ERA,Baltimore,N/A,MD,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 17 years, Transactions: 37, Volume: $7,740,770",CREAM_RealEstate
Eric,Miller,emiller@realtor.com,(947) 243-4677,Nest Seekers,Dallas-Fort Worth,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 9 years, Transactions: 39, Volume: $4,392,235",CREAM_RealEstate
Sarah,Smith,smith.sarah@berkshirehathawayhs.com,(401) 330-7002,Coldwell Banker,Louisville,N/A,KY,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 20 years, Transactions: 24, Volume: $10,637,230",CREAM_RealEstate
Eric,Reed,eric.reed@gmail.com,(219) 761-6391,CalAtlantic Homes,Dallas-Fort Worth,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 4 years, Transactions: 10, Volume: $1,039,416",CREAM_RealEstate
Amy,Walker,walker.amy@realtyonegroup.com,(734) 597-2133,D.R. Horton,Albuquerque,N/A,NM,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 0 years, Transactions: 3, Volume: $163,529",CREAM_RealEstate
Melissa,Kelly,melissa62@realtyonegroup.com,(216) 581-8490,CalAtlantic Homes,Oklahoma City,N/A,OK,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 20, Volume: $4,975,866",CREAM_RealEstate
Elizabeth,Morris,elizabeth86@exprealty.com,(832) 366-7501,Beazer Homes,Tucson,N/A,AZ,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 19 years, Transactions: 22, Volume: $9,139,221",CREAM_RealEstate
Christine,Kelly,ckelly@elliman.com,(404) 936-8667,HomeSmart,Orlando,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 9 years, Transactions: 16, Volume: $2,286,560",CREAM_RealEstate
Debra,Morris,debra.morris@redfin.com,(404) 222-8331,Century 21,Reno,N/A,NV,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 18 years, Transactions: 40, Volume: $9,610,844",CREAM_RealEstate
Eric,Ward,eric31@compass.com,(435) 313-4188,Douglas Elliman,Baltimore,N/A,MD,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 25 years, Transactions: 26, Volume: $12,828,774",CREAM_RealEstate
David,Rivera,davidr@realtor.com,(516) 468-6706,Century Communities,Nashville,N/A,TN,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 14 years, Transactions: 34, Volume: $14,768,404",CREAM_RealEstate
Frank,Moore,frank88@redfin.com,(641) 549-6268,Berkshire Hathaway,Sacramento,N/A,CA,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 40, Volume: $14,833,067",CREAM_RealEstate
Kathleen,Wright,kathleen.wright@century21.com,(737) 648-4656,LGI Homes,Riverside,N/A,CA,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 8 years, Transactions: 50, Volume: $5,143,237",CREAM_RealEstate
Daniel,Lewis,daniel24@kw.com,(430) 740-1144,LGI Homes,Boston,N/A,MA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 16 years, Transactions: 13, Volume: $3,581,618",CREAM_RealEstate
Matthew,Adams,matthewa@weichert.com,(207) 986-7222,Keller Williams,Jacksonville,N/A,FL,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 10 years, Transactions: 35, Volume: $5,525,969",CREAM_RealEstate
Richard,Evans,richarde@coldwellbanker.com,(267) 443-7811,Beazer Homes,Sacramento,N/A,CA,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 6 years, Transactions: 14, Volume: $8,897,637",CREAM_RealEstate
Paul,Ward,paul78@realtyonegroup.com,(274) 290-2705,KB Home,San Antonio,N/A,TX,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 19 years, Transactions: 16, Volume: $6,751,969",CREAM_RealEstate
Amanda,Wood,wood.amanda@coldwellbanker.com,(215) 485-9313,Century Communities,Jacksonville,N/A,FL,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 20 years, Transactions: 48, Volume: $5,917,494",CREAM_RealEstate
Jack,Martin,jack19@coldwellbanker.com,(931) 743-5128,Zillow Premier,New York,N/A,NY,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 16 years, Transactions: 49, Volume: $12,821,380",CREAM_RealEstate
Ruth,Martinez,rmartinez@elliman.com,(979) 962-4866,HomeSmart,Tampa,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 13 years, Transactions: 37, Volume: $11,331,372",CREAM_RealEstate
Amy,Williams,amyw@remax.net,(303) 501-3852,NVR,Seattle,N/A,WA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 2 years, Transactions: 5, Volume: $982,099",CREAM_RealEstate
Anthony,Cox,cox.anthony@kw.com,(385) 859-8971,The Agency,Memphis,N/A,TN,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 6 years, Transactions: 25, Volume: $2,039,008",CREAM_RealEstate
Raymond,Smith,raymond.smith@elliman.com,(408) 664-8733,Lennar,Richmond,N/A,VA,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 7 years, Transactions: 14, Volume: $8,947,473",CREAM_RealEstate
Betty,Reyes,breyes@hotmail.com,(737) 413-7657,Taylor Morrison,Salt Lake City,N/A,UT,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 10 years, Transactions: 33, Volume: $14,639,511",CREAM_RealEstate
Frank,Stewart,frank.stewart@exprealty.com,(916) 547-5115,Taylor Morrison,Indianapolis,N/A,IN,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 14 years, Transactions: 44, Volume: $9,253,558",CREAM_RealEstate
Raymond,Cox,rcox@compass.com,(307) 310-6301,Beazer Homes,Baltimore,N/A,MD,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 8 years, Transactions: 12, Volume: $9,479,076",CREAM_RealEstate
Steven,Diaz,stevend@remax.net,(218) 724-3915,Tri Pointe Homes,Denver,N/A,CO,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 19 years, Transactions: 41, Volume: $1,659,888",CREAM_RealEstate
Patricia,Chavez,patriciac@yahoo.com,(707) 603-9468,ERA,Seattle,N/A,WA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 47, Volume: $2,440,437",CREAM_RealEstate
Rebecca,Cox,rebeccac@homesmart.com,(361) 779-8137,Ryan Homes,Richmond,N/A,VA,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 18 years, Transactions: 32, Volume: $10,764,608",CREAM_RealEstate
Gary,Allen,gallen@gmail.com,(310) 886-4841,Toll Brothers,Detroit,N/A,MI,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 9 years, Transactions: 30, Volume: $2,537,779",CREAM_RealEstate
Jennifer,Parker,parker.jennifer@redfin.com,(763) 339-5041,Weichert,Houston,N/A,TX,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 3 years, Transactions: 15, Volume: $821,830",CREAM_RealEstate
Carol,Adams,carola@berkshirehathawayhs.com,(443) 215-6576,Meritage Homes,New Orleans,N/A,LA,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 17 years, Transactions: 35, Volume: $12,554,920",CREAM_RealEstate
Tyler,Scott,tyler.scott@yahoo.com,(703) 613-9705,Pulte Homes,Tampa,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 3 years, Transactions: 9, Volume: $1,147,317",CREAM_RealEstate
Brian,Ward,ward.brian@elliman.com,(628) 243-9618,Meritage Homes,Tucson,N/A,AZ,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 12 years, Transactions: 39, Volume: $14,332,594",CREAM_RealEstate
Frank,Johnson,frank40@century21.com,(763) 804-3394,Lennar,Denver,N/A,CO,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 5 years, Transactions: 24, Volume: $5,422,113",CREAM_RealEstate
Nicholas,Stewart,nicholas94@remax.net,(308) 287-9485,CalAtlantic Homes,New Orleans,N/A,LA,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 2 years, Transactions: 11, Volume: $1,133,833",CREAM_RealEstate
Angela,Cook,angela.cook@outlook.com,(564) 374-5229,Beazer Homes,New Orleans,N/A,LA,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 2 years, Transactions: 11, Volume: $1,947,656",CREAM_RealEstate
Pamela,Sanders,pamela50@kw.com,(813) 892-8553,D.R. Horton,Philadelphia,N/A,PA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 9 years, Transactions: 32, Volume: $14,842,670",CREAM_RealEstate
Frank,White,frank.white@realtyonegroup.com,(405) 537-3679,ERA,Tampa,N/A,FL,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 6 years, Transactions: 17, Volume: $14,253,813",CREAM_RealEstate
Pamela,Castillo,pamela.castillo@homesmart.com,(305) 663-3931,Lennar,Columbus,N/A,OH,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 5 years, Transactions: 12, Volume: $8,609,073",CREAM_RealEstate
Linda,Evans,levans@compass.com,(978) 975-7384,Meritage Homes,Milwaukee,N/A,WI,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 16 years, Transactions: 27, Volume: $9,640,577",CREAM_RealEstate
Angela,Cooper,cooper.angela@yahoo.com,(817) 376-4513,Realty One Group,Tucson,N/A,AZ,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 14 years, Transactions: 20, Volume: $2,326,116",CREAM_RealEstate
Thomas,Lewis,thomasl@sothebysrealty.com,(541) 944-6168,Vylla Home,Reno,N/A,NV,,C,Yes,"Priority_C, CREAM, RealEstate, State_Level","Experience: 6 years, Transactions: 47, Volume: $14,382,501",CREAM_RealEstate
Amy,Ramirez,ramirez.amy@hotmail.com,(352) 965-7308,Better Homes & Gardens,Los Angeles,N/A,CA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 15 years, Transactions: 30, Volume: $4,921,839",CREAM_RealEstate
Scott,Price,scott20@weichert.com,(520) 826-2883,Taylor Morrison,Detroit,N/A,MI,,C,Yes,"Priority_B, CREAM, RealEstate, State_Level","Experience: 22 years, Transactions: 24, Volume: $7,405,442",CREAM_RealEstate
Stephen,Martinez,stephenm@century21.com,(445) 212-2425,Compass,Philadelphia,N/A,PA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 17 years, Transactions: 29, Volume: $1,926,841",CREAM_RealEstate
Nicole,Bennett,nbennett@weichert.com,(210) 308-3201,KB Home,Boston,N/A,MA,,C,Yes,"Priority_A, CREAM, RealEstate, State_Level","Experience: 22 years, Transactions: 27, Volume: $8,374,355",CREAM_RealEstate
William,(Owner),,(832) 250-2618,Thai by William,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, thai, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Carlos,(Owner),,(713) 473-1945,Carlos's Restaurant,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, restaurant, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Sofia,(Owner),,(281) 396-5591,Vietnamese House,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, vietnamese, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Pedro,(Owner),,(713) 932-1172,Pedro's Place,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, mexican, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Francisco,(Owner),,(713) 522-8987,The Francisco Mexican,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, mexican, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(346) 553-8457,Sarah & Family Pizza,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, pizza, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Tony,(Owner),,(346) 889-7086,Deli by Tony,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Robert,(Owner),,(713) 458-3576,Bakery House,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, bakery, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Francisco,(Owner),,(713) 631-1550,Francisco's Chinese,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, chinese, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Emma,(Owner),,(346) 379-7579,Emma Deli,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(713) 556-8357,The Sarah Bakery,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, bakery, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Antonio,(Owner),,(832) 370-1551,Antonio Food Truck,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, food truck, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
William,(Owner),,(832) 714-9863,William Cafe,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, cafe, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(713) 601-5309,Sarah Pizza,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, pizza, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Tony,(Owner),,(346) 643-8440,Tony & Family Vietnamese,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, vietnamese, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Luis,(Owner),,(346) 748-8993,Luis & Family Bakery,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, bakery, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Carlos,(Owner),,(346) 741-3621,The Carlos Burger,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Robert,(Owner),,(713) 390-5943,Sandwich House,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, sandwich, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(713) 860-8012,Breakfast by Sarah,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, breakfast, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Rosa,(Owner),,(281) 207-3782,The Rosa Deli,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Hector,(Owner),,(346) 996-7699,Hector Bbq,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, bbq, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Luis,(Owner),,(713) 265-8762,The Luis Taqueria,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, taqueria, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Guadalupe,(Owner),,(281) 534-3044,The Guadalupe Diner,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
William,(Owner),,(281) 745-3431,William's Sushi,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, sushi, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Lisa,(Owner),,(713) 393-1580,Bbq by Lisa,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, bbq, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Carlos,(Owner),,(281) 383-9643,Carlos's Sandwich,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, sandwich, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Lisa,(Owner),,(832) 595-9954,Lisa's Italian,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, italian, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Jose,(Owner),,(713) 797-9012,Vietnamese by Jose,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, vietnamese, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Juan,(Owner),,(832) 793-8711,Juan Chinese,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, chinese, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Sofia,(Owner),,(713) 560-8343,Sofia & Family Sandwich,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, sandwich, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Michael,(Owner),,(281) 923-1239,Michael Chinese,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, chinese, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Tony,(Owner),,(281) 420-4687,Tony's Bakery,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, bakery, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Carmen,(Owner),,(713) 926-7338,Carmen's Mexican,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, mexican, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Lisa,(Owner),,(713) 463-3561,Lisa's Place,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, steakhouse, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Emma,(Owner),,(346) 970-7422,Emma's Taqueria,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, taqueria, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Juan,(Owner),,(713) 555-6395,Sandwich House,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, sandwich, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Isabella,(Owner),,(346) 276-3095,Isabella's Place,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, bakery, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Carmen,(Owner),,(346) 540-5579,The Carmen Seafood,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, seafood, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Carmen,(Owner),,(346) 669-1348,Carmen & Family Deli,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Luis,(Owner),,(281) 895-7869,Thai by Luis,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, thai, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Rosa,(Owner),,(832) 672-2383,Rosa's Restaurant,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, restaurant, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Isabella,(Owner),,(281) 690-9708,Sushi House,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, sushi, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Pedro,(Owner),,(281) 837-9852,Pedro's Place,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, diner, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Mike,(Owner),,(713) 646-5616,Mike & Family Burger,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Jennifer,(Owner),,(281) 947-8082,The Jennifer Sandwich,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, sandwich, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Patricia,(Owner),,(281) 951-5804,Patricia Taqueria,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, taqueria, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Mike,(Owner),,(281) 591-1270,The Mike Food Truck,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, food truck, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Robert,(Owner),,(346) 473-9393,Robert's Place,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Elena,(Owner),,(281) 403-8262,Elena's Pizza,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, pizza, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Patricia,(Owner),,(346) 207-8015,The Patricia Mexican,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, mexican, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Mike,(Owner),,(832) 390-9038,Cafe House,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, cafe, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Antonio,(Owner),,(713) 400-4382,The Antonio Pizza,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, pizza, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Michael,(Owner),,(346) 841-1315,Michael & Family Burger,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, burger, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Sarah,(Owner),,(346) 456-2423,Cafe House,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, cafe, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
Michael,(Owner),,(832) 589-8453,Michael & Family Deli,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, deli, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
John,(Owner),,(832) 754-3583,John's Place,Houston,N/A,TX,,C,No,"Priority_A, TX_Business, cafe, State_Level, Invalid_Email","County: Harris, Status: new",TX_Secretary_of_State
